SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
C4|complement component 4A (Rodgers blood group)||||C1412999|HUGO|||
C4|fourth cervical (c4) nerve||||C1305858|CHV|||
C4|fourth cervical vertebra|C0459941|||C0459941|FMA;SNOMEDCT;UWDA|||
C4|fourth complement component;fourth component of complement||||||1|0.804|
C5|(complement) component 5;COMPLEMENT COMPONENT 5;Complement Component 5;Complement component 5;Component 5, Complement;complement component 5|C0009519;C1367710|1|0.008|C0009519;C1367710|HUGO;MSH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.0513|
C5|C3 and PZP-Like Alpha-2-Macroglobulin Domain-Containing Protein 4||||C0009519|NCI|||
C5|C5||||C0009519;C0456883;C1305859;C1367710|FMA;HUGO;NCI;OMIM;SNOMEDCT;UWDA|||
C5|C5 - Complement component 5;C5 Complement;C5, Complement;Complement C5;Complement, C5;c5 complement;complement c5;Complement 5;complement 5;Complement component C5;Complement component C5, NOS;complement component c5|C0009519|||C0009519|CHV;LNC;MSH;MTH;NCI;NDFRT;SNOMEDCT|||
C5|C5 - TNM certainty factor;TNM certainty factor C5;C5 certainty|C0456883|||C0456883|MTH;SNOMEDCT|||
C5|C5 - TNM certainty factor (tumor staging)||||C0456883|SNOMEDCT|||
C5|C5 Gene;C5 gene;CPAMD4;Complement Component 5 Gene|C1367710|||C1367710|HUGO;MTH;NCI|||
C5|C5 certainty (qualifier value)||||C0456883|SNOMEDCT|||
C5|C5 certainty (tumor staging)||||C0456883|SNOMEDCT|||
C5|C5 innervation|C1305859|||C1305859|MTH|||
C5|C5(-OH acylcarnitine)||1|0.010|||||
C5|COMPLEMENT C 05||||C0009519|MSH|||
C5|Complement C5 [Chemical/Ingredient]||||C0009519|NDFRT|||
C5|Complement component C5 (substance)||||C0009519|SNOMEDCT|||
C5|cervical (level) 5||1|0.982|||||
C5|fifth cervical (c5) nerve||||C1305859|CHV|||
C5|fifth cervical vertebra|C0459943|||C0459943|FMA;SNOMEDCT;UWDA|||
C5|fifth complement component;fifth component of complement||||||1|0.7692|
C5|fifth component||||||1|0.1026|
C5|five or more coughs||||||1|0.0769|
C6|C6||||C1305860;C1413014;C1419009|FMA;HUGO;OMIM;UWDA|||
C6|C6 (acylcarnitine)||1|0.004|||||
C6|C6 gene|C1413014|||C1413014|HUGO;MTH|||
C6|C6 innervation|C1305860|||C1305860|MTH|||
C6|COMPLEMENT COMPONENT 6;complement component 6|C0009523;C1413014|||C0009523;C1413014|HUGO;MSH;NDFRT;OMIM;SNOMEDCT|||
C6|HSPC;PROTEASOME SUBUNIT ALPHA-4;PROTEASOME SUBUNIT, ALPHA-TYPE, 7;PSMA7;PSMA7 gene;RC6-1;XAPC7;proteasome subunit RC6-1;proteasome subunit XAPC7|C1419009|||C1419009|HUGO;MTH;OMIM|||
C6|cervical (level) 6||1|0.992|||||
C6|complement 6|C0009523|||C0009523|MSH;NDFRT|||
C6|hexamethonium|C0062637|||||1|0.339|1
C6|proteasome (prosome, macropain) subunit, alpha type, 7||||C1419009|HUGO|||
C6|rat glioma||||||1|0.2458|
C6|sixth|C0205440|||||1|0.0847|
C6|sixth cervical||||||1|0.0424|
C6|sixth cervical (c6) nerve||||C1305860|CHV|||
C6|sixth cervical vertebra|C0459944|||C0459944|FMA;SNOMEDCT;UWDA|||
C6|sixth complement component;sixth component of complement||||||1|0.2458|
C6|sixth component||||||1|0.0424|
C7|C7||||C1305861;C1367714;C1413019;C1706327|FMA;HUGO;NCI;OMIM;UWDA|||
C7|C7 gene|C1413019|||C1413019|HUGO;MTH|||
C7|C7 innervation|C1305861|||C1305861|MTH|||
C7|CHEMOKINE, CXC MOTIF, LIGAND 10;CXCL10 Gene;CXCL10 gene;SMALL INDUCIBLE CYTOKINE SUBFAMILY B, MEMBER 10|C1367714|||C1367714|HUGO;MTH;NCI;OMIM|||
C7|COMPLEMENT COMPONENT 7;complement component 7|C0009524;C1413019|||C0009524;C1413019|HUGO;MSH;NDFRT;OMIM;SNOMEDCT|||
C7|CRG-2;crg-2;IFI10;INP10;MOB-1;mob-1;SCYB10;gIP-10|C1367714;C1706327|||C1367714;C1706327|HUGO;NCI;OMIM|||
C7|CXCL10||||C1367714|HUGO;NCI;OMIM|||
C7|CXCL10 wt Allele|C1706327|||C1706327|MTH;NCI|||
C7|Chemokine (C-X-C Motif) Ligand 10 Gene||||C1367714|NCI|||
C7|Chemokine (C-X-C Motif) Ligand 10 wt Allele||||C1706327|NCI|||
C7|INTERFERON-GAMMA-INDUCED FACTOR||||C1367714|OMIM|||
C7|INTERFERON-GAMMA-INDUCIBLE PROTEIN 10|C1367714;C1522712|||C1367714|OMIM|||
C7|IP-10|C1522712|||C1367714;C1706327|HUGO;NCI|||
C7|IP10||||C1367714|OMIM|||
C7|MOB1, MOUSE, HOMOLOG OF||||C1367714|OMIM|||
C7|cervical (level) 7||1|1.000|||||
C7|chemokine (C-X-C motif) ligand 10||||C1367714|HUGO|||
C7|complement 7|C0009524|||C0009524|MSH;NDFRT|||
C7|seventh cervical||||||1|0.2941|
C7|seventh cervical (c7) nerve||||C1305861|CHV|||
C7|seventh cervical vertebra|C0223176|||C0223176|FMA;MTH;SNOMEDCT;UWDA|||
C7|seventh component of complement||||||1|0.7059|
CABG|ACB graft||||C0010055|SNOMEDCT|||
CABG|Aortocoronary Bypass;Aortocoronary Bypasses;Aortocoronary bypass NOS;Bypass, Aortocoronary;Bypasses, Aortocoronary;aortocoronary bypass;Aortocoronary artery bypass graft;Aortocoronary bypass for heart revascularisation;Aortocoronary bypass for heart revascularization;Aortocoronary bypass for heart revascularization, NOS;Aortocoronary bypass for heart revascularization, not otherwise specified;Artery Bypass, Coronary;Artery Bypasses, Coronary;Bypass, Coronary Artery;Bypasses, Coronary Artery;CORONARY ARTERY BYPASS;Coronary Artery Bypass;Coronary Artery Bypasses;coronary artery bypass;Bypass Surgery, Coronary Artery;Coronary Artery Bypass Surgery;coronary artery bypass surgery;Bypass anastomosis for heart revascularization;CABG;CAG - Coronary artery graft;CBG - Coronary bypass graft;CORONARY BYPASS;Coronary bypass;coronary bypass;Cardiac revascularisation with aortocoronary bypass anastomosis;Cardiac revascularization with aortocoronary bypass anastomosis;Cardiac revascularisation with bypass anastomosis;Cardiac revascularization with bypass anastomosis;Cardiac revascularization with bypass anastomosis, NOS;Coronary artery bypass graft operations;Vascular aortocoronary bypass;coronary bypass surgery|C0010055|||C0010055|AOD;CHV;COSTAR;CSP;ICD9CM;MEDLINEPLUS;MSH;MTH;NCI;SNOMEDCT|1|0.0693|
CABG|Aortocoronary artery bypass graft (procedure)||||C0010055|SNOMEDCT|||
CABG|BYPASS SURG CORONARY ARTERY;CORONARY ARTERY BYPASS SURG||||C0010055|MSH|||
CABG|CAB|C0010055;C1417778;C2986493|||C0010055|NCI|||
CABG|CAB graft||||C0010055|SNOMEDCT|||
CABG|CABG - Coronary artery bypass graft;Coronary artery bypass graft (CABG);Coronary Artery Bypass Graft;Coronary Artery Bypass Grafting;Coronary artery bypass graft;Coronary artery bypass grafting;coronary artery bypass graft;coronary artery bypass grafting|C0010055;C1260596|1|1|C0010055;C1260596|CCS;CHV;MEDLINEPLUS;MSH;NCI;SNOMEDCT|1|0.8542|1
CABG|Cardiac revascularization with bypass anastomosis (procedure)||||C0010055|SNOMEDCT|||
CABG|Coronary A. operations||||C0010055|SNOMEDCT|||
CABG|Coronary artery bypass graft (procedure);Coronary artery bypass grafting (procedure)||||C0010055|SNOMEDCT|||
CABG|Coronary artery bypass graft (procedure) [Ambiguous]||||C0010055|SNOMEDCT|||
CABG|Coronary artery operations|C0190188|||C0010055|SNOMEDCT|||
CABG|Coronary artery operations (& bypass)||||C0010055|SNOMEDCT|||
CABG|Coronary artery operations (& bypass) (procedure)||||C0010055|SNOMEDCT|||
CABG|Heart Bypass|C0007202;C0010055|||C0010055|NCI|||
CABG|bypass graft operation||||||1|0.0017|
CABG|coronary artery bypass graft (GABG)||||C0010055|CHV|||
CABG|coronary artery bypass graft surgery||||||1|0.0724|
CABG|coronary revascularization|C0877341|||||1|0.0024|
CAD|AD||||C0280573|PDQ|||
CAD|ARA-C/DNR||||C0280573|NCI;PDQ|||
CAD|ARTERIOSCLEROSIS CORONARY ARTERY;Coronary artery arteriosclerosis;ARTERIOSCLEROTIC HEART DISEASE;Arteriosclerotic heart disease;arteriosclerotic heart disease;ASHD;ATHEROSCLEROTIC CORONARY VASCULAR DISEASE;ATHEROSCLEROTIC HEART DISEASE;Atherosclerotic heart disease;atherosclerotic heart disease;Arterioscleroses, Coronary;Arteriosclerosis, Coronary;CORONARY ARTERIOSCLEROSIS;Coronary Arterioscleroses;Coronary Arteriosclerosis;Coronary arteriosclerosis;coronary arteriosclerosis;CORONARY SCLEROSIS;Coronary sclerosis;coronary sclerosis;Coronary artery sclerosis;coronary artery atherosclerosis|C0010054|||C0010054|CHV;COSTAR;CST;DXP;LNC;MEDLINEPLUS;MSH;MTH;MTHICD9;QMR;SNOMEDCT|||
CAD|ASHD - Atherosclerotic heart disease||||C0010054|SNOMEDCT|||
CAD|Artery Disease, Coronary;Artery Diseases, Coronary;CORONARY ARTERY DISEASE;Coronary Artery Disease;Coronary Artery Diseases;Coronary artery disease;Coronary artery disease, NOS;DISEASE CORONARY ARTERY;Disease of the coronary arteries;Disease, Coronary Artery;Diseases, Coronary Artery;coronary artery disease;coronary artery diseases|C0010054;C0010068;C1956346|1|1|C0010054;C0010068;C1956346|CHV;COSTAR;CSP;CST;DXP;LNC;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.9018|1
CAD|Atheroscleroses, Coronary;Atherosclerosis, Coronary;CORONARY ATHEROSCLEROSIS;Coronary Atheroscleroses;Coronary Atherosclerosis;Coronary atherosclerosis;coronary atherosclerosis|C0010054;C2733225|||C0010054|CCS;CHV;DXP;ICD9CM;MEDLINEPLUS;MSH;NCI;OMIM;SNOMEDCT|1|0.0018|
CAD|B4GALNT2;B4GALNT2 gene;GALGT2|C1428349|||C1428349|HUGO;MTH;OMIM|||
CAD|BETA-1,4-N-ACETYL-GALACTOSAMINYLTRANSFERASE 2||||C1428349|OMIM|||
CAD|BLOOD GROUP--Cad SYSTEM|C1862195|||C1862195|MTH;OMIM|||
CAD|CAD;Cad||||C0010054;C0010068;C0011905;C0170509;C0280573;C1413078;C1413983;C1428349;C1862195;C1956346|DXP;HUGO;MEDLINEPLUS;NCI;OMIM;PDQ|||
CAD|CAD (coronary artery disease);CAD - Coronary artery disease;CORONARY ARTERY DISORDER;CORONARY ARTERY DISORDER (NOS);DISORDER CORONARY ARTERY;Disorder of coronary artery;coronary artery disorder|C1956346|||C1956346|AOD;CSP;CST;SNOMEDCT|||
CAD|CAD Gene;CAD gene;CAD TRIFUNCTIONAL PROTEIN|C1413078|||C1413078|HUGO;MTH;NCI;OMIM|||
CAD|CARBAMOYL PHOSPHATE SYNTHETASE/ASPARTATE TRANSCARBAMOYLASE/DIHYDROOROTASE||||C1413078|OMIM|||
CAD|CASPASE-ACTIVATED DNase;Caspase-activated DNase|C0669174;C1413983|||C1413983|OMIM|1|0.0065|
CAD|CHD (coronary heart disease);CHD - Coronary heart disease;CORONARY DISEASE;Coronary Disease;Coronary Diseases;Disease, Coronary;Diseases, Coronary;coronary disease;coronary diseases;coronary disorder|C0010068|||C0010068|CHV;CSP;CST;DXP;MSH;NCI;NDFRT;SNOMEDCT|||
CAD|CIA||||C0170509|NCI;PDQ|||
CAD|COMPUTER ASSISTED DIAG;DIAG COMPUTER ASSISTED||||C0011905|MSH|||
CAD|CORONARY ARTERY DIS||||C1956346|MSH|||
CAD|CORONARY DIS||||C0010068|MSH|||
CAD|CORONARY HEART DIS||||C0010068|MSH|||
CAD|CPAN;DEOXYRIBONUCLEASE III, CASPASE-ACTIVATED;DFF-40;DFF2;DFF40;DFFB;DFFB gene;DNA FRAGMENTATION FACTOR, 40-KD, BETA SUBUNIT|C1413983|||C1413983|HUGO;MTH;OMIM|||
CAD|CPSase/ATCase/DHOase||||C1413078|OMIM|||
CAD|CTX/DOX/DTIC||||C0170509|NCI;PDQ|||
CAD|Carbamoyl-Phosphate Synthetase 2, Aspartate Transcarbamylase, and Dihydroorotase Gene||||C1413078|NCI|||
CAD|Cervical artery dissection||||||1|0.0034|
CAD|Cinnamyl alcohol dehydrogenase;cinnamyl alcohol dehydrogenase|C0055763|||C0055763|MSH|1|0.0031|
CAD|Computer Assisted Diagnosis;Computer-Assisted Diagnosis;Diagnosis, Computer Assisted;Diagnosis, Computer-Assisted;computer assisted diagnosis;computer-assisted diagnosis;Computer-Aided Diagnosis;computer-aided diagnosis;Computer-Assisted Diagnoses;Diagnoses, Computer-Assisted|C0011905|||C0011905|AOD;CHV;CSP;MSH;MTH;NCI|1|0.0193|1
CAD|Coronary Artery Disease [Disease/Finding]||||C1956346|NDFRT|||
CAD|Coronary Disease [Disease/Finding]||||C0010068|NDFRT|||
CAD|Coronary Heart Disease;Coronary Heart Diseases;Coronary heart disease;Disease, Coronary Heart;Diseases, Coronary Heart;Heart Disease, Coronary;Heart Diseases, Coronary;coronary heart disease;coronary heart diseases|C0010054;C0010068|||C0010054;C0010068|AOD;CHV;CSP;LCH;MSH;MTH;NCI;NDFRT;SNOMEDCT|||
CAD|Coronary arteriosclerosis (disorder)||||C0010054|SNOMEDCT|||
CAD|Coronary artery disease (disorder)||||C1956346|SNOMEDCT|||
CAD|Coronary atherosclerosis (disorder)||||C0010054|SNOMEDCT|||
CAD|CyADIC chemotherapy protocol;CyADIC protocol;CyADIC regimen;cyclophosphamide/dacarbazine/doxorubicin protocol|C0170509|||C0170509|CHV;MSH;MTH|||
CAD|Cyclophosphamide/Dacarbazine/Doxorubicin;cyclophosphamide/dacarbazine/doxorubicin||||C0170509|NCI;PDQ|||
CAD|Cytarabine/Daunorubicin;cytarabine/daunorubicin||||C0280573|NCI;PDQ|||
CAD|DA|C1602374|||C0280573|NCI;PDQ|||
CAD|DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)||||C1413983|HUGO|||
CAD|Disorder of coronary artery (disorder)||||C1956346|SNOMEDCT|||
CAD|HEART: CORONARY ARTERY||||C1956346|CST|||
CAD|Sda|C0276477;C1428349;C1553165|||C1428349|HUGO|||
CAD|beta-1,4-N-acetyl-galactosaminyl transferase 2|C0648330|||C1428349|HUGO|||
CAD|cadaver|C0006629|||C0006629|CHV;CSP;MSH;NDFRT;SNOMEDCT|||1
CAD|cadaver donor|C0524354;C1548660|||||||1
CAD|cadaveric||||||1|0.0031|1
CAD|cadaveric donor||||||1|0.0013|
CAD|calcium alginate dressing||||||||1
CAD|caldesmon|C0006746|||||||1
CAD|carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase||||C1413078|HUGO|||
CAD|cardiac ischaemia;cardiac ischemia;ischaemic heart disease;myocardial ischaemia;myocardial ischemia|C0010054;C0151744|||C0010054|CHV|||
CAD|caspase-activated deoxyribonuclease|C0669174|||C0669174|MSH;MTH|1|0.0016|
CAD|chronic actinic dermatitis|C1510437|||C1510437|CHV;MSH;SNOMEDCT|1|0.005|1
CAD|chronic airways disease|C0024117|||||||1
CAD|chronic allograft dysfunction||||||1|0.0015|
CAD|coenzyme A dehydrogenase||||||||1
CAD|cold agglutinin disease|C0175816|||C0175816|CHV;MSH;SNOMEDCT|||1
CAD|collision-activated dissociation||||||1|0.0029|
CAD|collisionally activated decomposition||||||1|0.0023|
CAD|collisionally activated dissociation||||||1|0.0101|1
CAD|compound absorption device||||||||1
CAD|compressed-air disease|C0011119|||||||1
CAD|computer-aided design|C0162517|||C0162517|MSH|1|0.0146|
CAD|computer-aided detection||||||1|0.0159|1
CAD|computer-aided diagnostic||||||1|0.0024|
CAD|computer-assisted dialogue||||||||1
CAD|congenital abduction deficiency||||||||1
CAD|constitutive activation domain||||||1|0.001|
CAD|coronary artery diameter||||||1|0.0008|
CAD|coronary atheroma|C0010054;C0264683|||C0010054|CHV|||
CAD|coronoradiographic documentation||||||||1
CAD|cyclophosphamide, dacarbazine, and doxorubicin chemotherapy protocol||||C0170509|CHV|||
CAD|cytarabine/daunorubicin (CAD)||||C0280573|CHV|||
CAD|cytarabine/daunorubicin protocol||||C0280573|MTH|||
CAD|smooth muscle caldesmon||||||1|0.0015|
CA|(7R)-7-(4-carboxybutanamido)cephalosporanate amidohydrolase activity||||C2314861|GO|||
CA|(Neoplasms) or (cancers)||||C0006826|SNOMEDCT|||
CA|(Neoplasms) or (cancers) (disorder)||||C0006826|SNOMEDCT|||
CA|7beta-(4-carboxybutanamido)cephalosporanic acid acylase activity||||C2314861|GO|||
CA|AC|C1879503|||C0050385|PDQ|||
CA|AC chemotherapy protocol;AC protocol;CA protocol;Cyclophosphamide/Doxorubicin;Doxorubicin/Cyclophosphamide;cyclophosphamide/doxorubicin;doxorubicin cyclophosphamide;cyclophosphamide/doxorubicin protocol|C0050385|||C0050385|CHV;MSH;MTH;NCI;PDQ|||
CA|ACE;ACe|C0022709;C0201888|||C0050385|CSP;NCI;PDQ|||
CA|Ammon Horn;Ammon's Horn;Ammon's horn;Ammons Horn;Horn, Ammon;Horn, Ammon's;ammon's horn;Cornu Ammonis;Cornu ammonis;cornu ammonis;Hippocampal;Hippocampal structure;Hippocampus (Brain);Hippocampus major;Hippocampus proprius|C0019564|||C0019564|AOD;CHV;CSP;FMA;LCH;MSH;MTH;NCI;SNOMEDCT|1|0.0066|
CA|Assay|C0005507;C0243073;C1510438|||||1|0.0021|
CA|BLOOD COAG FACTOR IV||||C0006675|MSH|||
CA|Blood Coagulation Factor IV;Ca - Calcium;Ca element;Ca++ element;Calcium coagulation factor;Coagulation Factor IV;Coagulation factor IV;Factor IV, Coagulation;Factor IV;factor iv;[TN420] CALCIUM|C0006675|||C0006675|CHV;CSP;LNC;MSH;NDFRT;SNOMEDCT|||
CA|CA;Ca||||C0006675;C0006754;C0006823;C0006826;C0019564;C0050385;C0201925;C2314861|AOD;CHV;GO;NCI;PDQ|||
CA|CA - Cancer;Cancer, unspecified site;Malignancy, unspecified site;Malignant neoplasm without specification of site;Malignant neoplastic disease;malignant tumoral disease|C0006826|||C0006826|AOD;CCS;ICD9CM;MTHICD9;SNOMEDCT|||
CA|CALCIUM;Calcium;Calcium (NOS);Calcium, NOS;calcium;calciums|C0006675;C0006726;C2936886|||C0006675;C0201925|AOD;CHV;CSP;LCH;LNC;MEDLINEPLUS;MSH;MTH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.286|1
CA|CAN||||C0006823|NCI|||
CA|CANADA;Canada|C0006823|||C0006823|AOD;CHV;CSP;HL7V3.0;LCH;MSH;MTH;NCI;SNOMEDCT|||
CA|CANCER;CANCER (NOS);Cancer;Cancers;cancer;cancers|C0006826;C0998265;C1306459|1|0.782|C0006826;C0998265;C1306459;C1547140|AOD;CHV;CSP;CST;DXP;HL7V2.5;LCH;LNC;MEDLINEPLUS;MSH;NCBI;NCI;PDQ;SNOMEDCT|1|0.0059|1
CA|COAG FACTOR IV||||C0006675|MSH|||
CA|CTX/DOX||||C0050385|NCI;PDQ|||
CA|Ca - unspecified site;Ca - unspecified site NOS||||C0006826|SNOMEDCT|||
CA|Ca - unspecified site NOS (disorder)||||C0006826|SNOMEDCT|||
CA|Calcium (substance)||||C0006675|SNOMEDCT|||
CA|Calcium Measurement;Calcium measurement;Calcium measurement, NOS;calcium measurement;calcium measurements;Calcium.total;calcium level test;total calcium test|C0201925|||C0201925|CHV;LNC;MTH;NCI;SNOMEDCT|||
CA|Calcium [Chemical/Ingredient]||||C0006675|NDFRT|||
CA|Calcium analyte||||C0006675|SNOMEDCT|||
CA|Calcium analyte (substance)||||C0006675|SNOMEDCT|||
CA|Calcium level;calcium level;calcium levels|C0201925;C0428302|||C0201925|CHV;SNOMEDCT|||
CA|Calcium measurement (procedure)||||C0201925|SNOMEDCT|||
CA|California|C0006754;C0324542;C3146274|1|0.004|C0006754|AOD;CHV;LCH;LNC;MSH;MTH;NCI;SNOMEDCT|1|0.0024|1
CA|California (geographic location)||||C0006754|SNOMEDCT|||
CA|Canada (geographic location)||||C0006823|SNOMEDCT|||
CA|Candida albicans|C0006837;C0717551|||||1|0.0108|1
CA|Caucasian American|C0221786|||||1|0.001|
CA|Cholic||||||1|0.0031|
CA|Chromosome aberrations;chromosome aberration;chromosomal aberration;chromosomal aberrations|C0008625;C0008626|||C0008625|CHV;CSP;MSH;NCI|1|0.0624|1
CA|Coagulation factor IV (substance)||||C0006675|SNOMEDCT|||
CA|Coagulation factor IV -RETIRED-||||C0006675|SNOMEDCT|||
CA|Cocaine Anonymous||||||||1
CA|Cold agglutinins;cold agglutinin|C0056097|||C0056097|CHV;LNC;NCI;SNOMEDCT|1|0.0099|1
CA|GA||||C2314861|GO|||
CA|GCA|C0039483;C1423891;C2314861|||C2314861|GO|||
CA|GL-7-ACA acylase activity;cephalosporin C acylase activity;cephalosporin acylase activity;glutaryl-7-ACA acylase activity;glutaryl-7-aminocephalosporanic acid acylase activity;glutaryl-7-aminocephalosporanic-acid acylase activity|C2314861|||C2314861|GO;MTH|||
CA|Hippocampal structure (body structure)||||C0019564|SNOMEDCT|||
CA|Hippocampus;hippocampus|C0019564;C0949582;C1029104;C1284077|||C0019564|AOD;CHV;CSP;FMA;MSH;NCI;SNOMEDCT|||
CA|Hippocampus proper||||C0019564|FMA|||
CA|MALIGNANCIES;MALIGNANCY;Malignancy;malignancies;malignancy;MALIGNANT NEOPLASM;Malignant Neoplasm;Malignant Neoplasms;Malignant neoplasm;Malignant neoplasm NOS;Malignant neoplasms;NEOPLASM MALIGNANT;Neoplasms - malignant;malignant neoplasm;malignant neoplasms;MALIGNANT TUMOR;Malignant Tumor;Malignant tumor;Malignant tumour;malignant tumor;malignant tumors;malignant tumour;malignant tumours|C0006826;C1306459|||C0006826|AIR;AOD;CHV;COSTAR;CST;LNC;MEDLINEPLUS;MTH;NCI;SNOMEDCT|||
CA|Malignant neoplasm of unspecified site;Malignant neoplasm of unspecified site NOS||||C0006826|SNOMEDCT|||
CA|Malignant neoplasm of unspecified site (disorder);Malignant neoplasm of unspecified site NOS (disorder)||||C0006826|SNOMEDCT|||
CA|Malignant neoplastic disease (disorder)||||C0006826|SNOMEDCT|||
CA|Malignant tumor (disorder);Malignant tumour (disorder)||||C0006826|SNOMEDCT|||
CA|NATO code for riot control agent bromobenzylcyanide||||||||1
CA|[X]Malignant neoplasm without specification of site||||C0006826|SNOMEDCT|||
CA|[X]Malignant neoplasm without specification of site (disorder)||||C0006826|SNOMEDCT|||
CA|abnormalities|C0000768;C0000769|||||1|0.0019|
CA|about||||||||1
CA|activity|C0026606;C0205177;C0439167;C0441655;C1561536|||||1|0.0049|
CA|adenocarcinoma|C0001418|||||1|0.0019|
CA|alcohol|C0001962;C0001975;C0202304|||||1|0.0021|
CA|anterior commissure|C0152335;C1289546|||||||1
CA|antigens|C0003320|||||1|0.0016|
CA|arterial|C0003842;C0221464|||||1|0.0016|
CA|caffeic acid|C0054433|||C0054433|CHV;MSH;NCI|1|0.0083|
CA|caffeine|C0006644|||C0006644;C0202348|AOD;CHV;CSP;LCH;LNC;MEDLINEPLUS;MSH;MTH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;VANDF|1|0.0057|
CA|calcium antagonist;calcium antagonists|C0006684|||C0006684|CHV;CSP|1|0.0047|1
CA|cancer antigen||||||1|0.0056|1
CA|candle||||||||1
CA|caproic acid|C0062655|||C0062655|AOD;CHV;FMA;NCI;SNOMEDCT|||1
CA|capsid|C0006933;C1136102|||C0006933;C1136102|CHV;CSP;LNC;MSH;MTH;NCI|1|0.0168|1
CA|capsid protein|C1136102|||||1|0.0057|
CA|carbohydrate antigen|C0443758|1|0.210|C0443758|CHV;SNOMEDCT|||1
CA|carbonate apatite;carbonated apatite|C0054675|||||1|0.0018|
CA|carbonic anhydrase|C0007028|||C0007028|CHV;CSP;LCH;MSH;NDFRT;SNOMEDCT|1|0.1301|1
CA|carbonic anhydrase II|C0007034;C1413043|||||1|0.001|
CA|carcinoma|C0007097|||C0007097|AOD;CHV;COSTAR;CSP;CST;DXP;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.0114|1
CA|cardiac angiography|C0002971|||||||1
CA|cardiac arrest|C0018790|||C0018790|AOD;CHV;COSTAR;CSP;CST;DXP;ICD9CM;LCH;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.0201|1
CA|cardiac arrhythmia|C0003811;C1560249|||C0003811;C1560249|AOD;CHV;COSTAR;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|||1
CA|cardiac-apnea||||||||1
CA|carotid artery|C0007272;C0162859|||C0007272;C0162859|AOD;CHV;CSP;FMA;LCH;LNC;MSH;NCI;SNOMEDCT;UWDA|1|0.0137|1
CA|cast|C0179686;C0302143|||C0179686;C0302143;C0687709;C1366482;C1413137;C1539080;C1705948;C1825060|AOD;CHV;HUGO;NCI;OMIM;SNOMEDCT|||1
CA|catalase|C0007367;C1413138|||||1|0.0021|
CA|catecholamine|C0007412|||||1|0.0975|1
CA|catecholaminergic||||||1|0.0144|1
CA|catheter ablation|C0162563|||||1|0.0017|
CA|cathode|C0007441|||C0007441|CSP;MSH|||1
CA|celiac artery;celiac axis|C0007569;C1268965|||C0007569;C1268965|CHV;FMA;LCH;LNC;MSH;MTH;SNOMEDCT;UWDA|||1
