GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G135584|R365564|SMN1|S064980|survival motor neuron 1|L153789|ADAM||1
G135584|R208302|SMN1|S064980|survival motor neuron 1|L153789|UMLS|E0714282|1
G135584|R208303|SMN1|S064980|survival motor neurone 1|L153799|UMLS|E0714282|1
G135584|R208304|SMN1|S064980|survival motor neuron-1|L153796|UMLS|E0714282|1
G135584|R208305|SMN1|S064980|survival motor neurone-1|L153801|UMLS|E0714282|1
G135709|R366063|SO|S065194|sham operation|L145993|ADAM||1
G135709|R208533|SO|S065194|sham operation|L145993|UMLS|E0713453|1
G135709|R208534|SO|S065194|sham-operation|L146005|UMLS|E0713453|1
G135715|R365867|SO(2)|S065199|sulfur dioxide|L152890|ADAM||1
G135715|R208523|SO(2)|S065199|sulfur dioxide|L152890|UMLS|E0058928|1
G135715|R208524|SO(2)|S065199|sulphur dioxide|L153013|UMLS|E0058928|1
G135770|R365982|SOHND|S065276|supraomohyoid neck dissection|L153503|ADAM||1
G135770|R042849|SOHND|S065276|supraomohyoid neck dissection|L153503|UMLS|E0437816|1
G135770|R042850|SOHND|S065276|supra-omohyoid neck dissection|L153480|UMLS|E0437816|1
G135883|R368169|SP|S065352|smooth pursuit|L148265|ADAM||1
G135883|R011985|SP|S065352|smooth pursuit|L148265|UMLS|E0746801|1
G135883|R011986|SP|S065352|smooth-pursuit|L148279|UMLS|E0746801|1
G135967|R366188|SPB|S065445|spindle pole body|L150002|ADAM||1
G135967|R209001|SPB|S065445|spindle pole body|L150002|UMLS|E0714710|1
G135967|R209002|SPB|S065445|spindle-pole body|L150010|UMLS|E0714710|1
G136111|R366495|SPS|S065621|Stiff-person syndrome|L031959|ADAM||1
G136111|R023631|SPS|S065621|stiff person syndrome|L151443|UMLS|E0342496|1
G136111|R023632|SPS|S065621|stiff-person syndrome|L151445|UMLS|E0342496|1
G136122|R385372|SPSHR|S065625|stroke-prone spontaneously hypertensive rats|L151892|ADAM||1
G136122|R209243|SPSHR|S065625|stroke prone spontaneously hypertensive rat|L151877|UMLS|E0714888|1
G136122|R209244|SPSHR|S065625|stroke-prone spontaneously hypertensive rat|L151891|UMLS|E0714888|1
G136168|R366797|SR|S065683|steroid-resistant|L151341|ADAM||1
G136168|R366798|SR|S065683|steroid resistant|L151321|ADAM||1
G136168|R078077|SR|S065683|steroid resistant|L151321|UMLS|E0584011|1
G136168|R078078|SR|S065683|steroid-resistant|L151341|UMLS|E0584011|1
G136200|R366564|SRBD|S065714|sleep-related breathing disorders|L147723|ADAM||1
G136200|R366565|SRBD|S065714|sleep related breathing disorders|L147714|ADAM||1
G136200|R366566|SRBD|S065714|Sleep-related breathing disorder|L031127|ADAM||1
G136200|R134770|SRBD|S065714|sleep related breathing disorder|L147713|UMLS|E0670616|1
G136200|R134771|SRBD|S065714|sleep-related breathing disorder|L147722|UMLS|E0670616|1
G136252|R387929|SREBP-1a|S065752|sterol regulatory element binding protein-1a|L151385|ADAM||1
G136252|R091501|SREBP-1a|S065752|sterol regulatory element binding protein 1a|L151378|UMLS|E0626267|1
G136252|R091502|SREBP-1a|S065752|sterol regulatory element binding protein-1a|L151385|UMLS|E0626267|1
G136252|R091503|SREBP-1a|S065752|sterol regulatory element-binding protein 1a|L151395|UMLS|E0626267|1
G136252|R091504|SREBP-1a|S065752|sterol regulatory element-binding protein-1a|L151402|UMLS|E0626267|1
G136252|R091505|SREBP-1a|S065752|sterol regulatory element binding protein 1-a|L151376|UMLS|E0626267|1
G136252|R091506|SREBP-1a|S065752|sterol regulatory element binding protein-1-a|L151383|UMLS|E0626267|1
G136252|R091507|SREBP-1a|S065752|sterol regulatory element-binding protein 1-a|L151393|UMLS|E0626267|1
G136252|R091508|SREBP-1a|S065752|sterol regulatory element-binding protein-1-a|L151400|UMLS|E0626267|1
G136391|R367164|SS|S065869|small subunit|L148104|ADAM||1
G136391|R012098|SS|S065869|small subunit|L148104|UMLS|E0683139|1
G136391|R012099|SS|S065869|small sub-unit|L148103|UMLS|E0683139|1
G136507|R300240|Arp|S007731|actin-related protein|L038272|ADAM||1
G136507|R226970|Arp|S007731|actin related protein|L038260|UMLS|E0724607|1
G136507|R226971|Arp|S007731|actin-related protein|L038272|UMLS|E0724607|1
G136725|R367420|STP|S066276|short-term potentiation|L146369|ADAM||1
G136725|R210341|STP|S066276|short term potentiation|L146281|UMLS|E0715629|1
G136725|R210342|STP|S066276|short-term potentiation|L146369|UMLS|E0715629|1
G136832|R367651|SUV(max)|S066412|maximum standardized uptake value|L108021|ADAM||1
G136832|R156456|SUV(max)|S066412|maximum standardised uptake value|L108020|UMLS|E0691083|1
G136832|R156457|SUV(max)|S066412|maximum standardized uptake value|L108021|UMLS|E0691083|1
G136838|R367771|SV|S066421|simian virus|L146866|ADAM||1
G136838|R012199|SV|S066421|Simian virus|L030987|UMLS|E0055953|1
G136838|R012200|SV|S066421|simian virus|L146866|UMLS|E0055953|1
G136859|R367673|SV5|S066443|simian virus 5|L146875|ADAM||1
G136859|R210547|SV5|S066443|simian virus 5|L146875|UMLS|E0715790|1
G136859|R210548|SV5|S066443|simian virus-5|L146880|UMLS|E0715790|1
G136887|R367720|SVP|S066478|snake venom phosphodiesterase|L148294|ADAM||1
G136887|R210689|SVP|S066478|snake venom phosphodiesterase|L148294|UMLS|E0715882|1
G136887|R210690|SVP|S066478|snake-venom phosphodiesterase|L148295|UMLS|E0715882|1
G137007|R363657|Sc|S066742|Saccharomyces cerevisiae|L029852|ADAM||1
G137007|R012229|Sc|S066742|Saccharomyces cerevisae|L029851|UMLS|E0005291|1
G137007|R012230|Sc|S066742|Saccharomyces cerevisiae|L029852|UMLS|E0005291|1
G137145|R365142|Skp2|S067066|S-phase kinase-associated protein 2|L029581|ADAM||1
G137145|R249917|Skp2|S067066|S-phase kinase associated protein 2|L029579|UMLS|E0743217|1
G137145|R249918|Skp2|S067066|S-phase kinase associated protein-2|L029580|UMLS|E0743217|1
G137145|R249919|Skp2|S067066|S-phase kinase-associated protein 2|L029581|UMLS|E0743217|1
G137145|R249920|Skp2|S067066|S-phase kinase-associated protein-2|L029582|UMLS|E0743217|1
G137154|R385264|Sm|S067116|Schistosoma mansoni|L030323|ADAM||1
G137154|R012246|Sm|S067116|Schistosoma mansoni|L030323|UMLS|E0054565|1
G137154|R012247|Sm|S067116|Schistosoma mansonii|L030327|UMLS|E0054565|1
G137170|R365687|Snap25|S067207|Synaptosome-associated protein of 25 kDa|L032433|ADAM||1
G137170|R285663|Snap25|S067207|synaptosomal associated protein 25|L154051|UMLS|E0763723|1
G137170|R285664|Snap25|S067207|synaptosomal associated protein-25|L154054|UMLS|E0763723|1
G137170|R285665|Snap25|S067207|synaptosomal-associated protein 25|L154059|UMLS|E0763723|1
G137170|R285666|Snap25|S067207|synaptosomal-associated protein-25|L154062|UMLS|E0763723|1
G137170|R285667|Snap25|S067207|synaptosome-associated protein 25|L154065|UMLS|E0763724|1
G137170|R285668|Snap25|S067207|synaptosome-associated protein-25|L154068|UMLS|E0763724|1
G137170|R285669|Snap25|S067207|synaptosome-associated protein 25 kDa|L154066|UMLS|E0763725|1
G137170|R285670|Snap25|S067207|synaptosome-associated protein-25 kDa|L154069|UMLS|E0763725|1
G137170|R285671|Snap25|S067207|synaptosomal associated protein 25 kDa|L154052|UMLS|E0763726|1
G137170|R285672|Snap25|S067207|synaptosomal associated protein-25 kDa|L154055|UMLS|E0763726|1
G137170|R285673|Snap25|S067207|synaptosomal-associated protein 25 kDa|L154060|UMLS|E0763726|1
G137170|R285674|Snap25|S067207|synaptosomal-associated protein-25 kDa|L154063|UMLS|E0763726|1
G137170|R285675|Snap25|S067207|synaptosomal-associated protein of 25 kDa|L154061|UMLS||1
G137170|R285676|Snap25|S067207|synaptosome-associated protein of 25 kDa|L154067|UMLS||1
G137428|R367884|Syp|S067895|synaptophysin|L154049|ADAM||1
G137428|R285567|Syp|S067895|synaptophysin|L154049|UMLS|E0307325|1
G137428|R285568|Syp|S067895|synapto-physin|L154042|UMLS|E0307325|1
G137800|R368636|TAA|S068915|Thoracoabdominal asynchrony|L033876|ADAM||1
G137800|R012445|TAA|S068915|thoracoabdominal asynchrony|L156529|UMLS|E0692837|1
G137800|R012446|TAA|S068915|thoraco-abdominal asynchrony|L156520|UMLS|E0692837|1
G137819|R305025|B-I|S008022|Billroth I|L007065|ADAM||1
G137819|R021108|B-I|S008022|Billroth I|L007065|UMLS|E0209759|1
G137819|R021109|B-I|S008022|Bilroth-I|L007073|UMLS|E0209759|1
G137947|R368852|TAT|S069082|thrombin-antithrombin III complex|L156733|ADAM||1
G137947|R368853|TAT|S069082|thrombin-antithrombin III complexes|L156734|ADAM||1
G137947|R368854|TAT|S069082|thrombin-antithrombin III-complex|L156735|ADAM||1
G137947|R012494|TAT|S069082|thrombin antithrombin III complex|L156717|UMLS|E0767433|1
G137947|R012495|TAT|S069082|thrombin antithrombin-III complex|L156718|UMLS|E0767433|1
G137947|R012496|TAT|S069082|thrombin-antithrombin III complex|L156733|UMLS|E0767433|1
G137947|R012497|TAT|S069082|thrombin-antithrombin-III complex|L156738|UMLS|E0767433|1
G137947|R012498|TAT|S069082|thrombin/antithrombin III complex|L156744|UMLS|E0767433|1
G137947|R012499|TAT|S069082|thrombin/antithrombin-III complex|L156745|UMLS|E0767433|1
G138051|R369107|TBLB|S069189|transbronchial lung biopsy|L159201|ADAM||1
G138051|R115623|TBLB|S069189|transbronchial lung biopsy|L159201|UMLS|E0654351|1
G138051|R115624|TBLB|S069189|trans-bronchial lung biopsy|L159021|UMLS|E0654351|1
G138475|R369493|TCS|S069597|magnetic transcranial stimulation|L106485|ADAM||1
G138475|R369497|TCS|S069597|transcranial magnetic stimulation|L159266|ADAM||1
G138475|R212145|TCS|S069597|transcranial stimulation|L159270|UMLS|E0716628|1
G138475|R212146|TCS|S069597|trans-cranial stimulation|L159037|UMLS|E0716628|1
G138518|R369648|TDG|S069648|thymine DNA glycosylase|L156973|ADAM||1
G138518|R369649|TDG|S069648|thymine-DNA glycosylase|L156977|ADAM||1
G138518|R282780|TDG|S069648|thymine DNA glycosylase|L156973|UMLS|E0761789|1
G138518|R282781|TDG|S069648|thymine-DNA glycosylase|L156977|UMLS|E0761789|1
G138592|R369798|TECK|S069712|Thymus-expressed chemokine|L033928|ADAM||1
G138592|R024857|TECK|S069712|thymus expressed chemokine|L157030|UMLS|E0747225|1
G138592|R024858|TECK|S069712|thymus-expressed chemokine|L157056|UMLS|E0747225|1
G138627|R369818|TEGDMA|S069743|triethylene glycol dimethacrylate|L160853|ADAM||1
G138627|R369820|TEGDMA|S069743|triethyleneglycol dimethacrylate|L160860|ADAM||1
G138627|R369821|TEGDMA|S069743|triethyleneglycoldimethacrylate|L160861|ADAM||1
G138627|R052663|TEGDMA|S069743|triethyleneglycoldimethacrylate|L160861|UMLS|E0505906|1
G138627|R052664|TEGDMA|S069743|triethyleneglycol dimethacrylate|L160860|UMLS|E0505906|1
G138627|R052665|TEGDMA|S069743|triethylene glycol dimethacrylate|L160853|UMLS|E0505906|1
G138627|R052666|TEGDMA|S069743|triethylene-glycol dimethacrylate|L160859|UMLS|E0505906|1
G138691|R369973|TFC|S069836|triangular fibrocartilage|L160703|ADAM||1
G138691|R212807|TFC|S069836|triangular fibrocartilage|L160703|UMLS|E0716961|1
G138691|R212808|TFC|S069836|triangular fibro-cartilage|L160702|UMLS|E0716961|1
G138786|R370118|TGD|S069958|tumor growth delay|L161722|ADAM||1
G138786|R168462|TGD|S069958|tumor growth delay|L161722|UMLS|E0717126|1
G138786|R168463|TGD|S069958|tumour growth delay|L162235|UMLS|E0717126|1
G138786|R168464|TGD|S069958|tumor-growth delay|L162158|UMLS|E0717126|1
G138786|R168465|TGD|S069958|tumour-growth delay|L162570|UMLS|E0717126|1
G138999|R302464|BAF|S008486|bronchoalveolar fluid|L052362|ADAM||1
G138999|R257134|BAF|S008486|bronchoalveolar fluid|L052362|UMLS|E0755744|1
G138999|R257135|BAF|S008486|broncho-alveolar fluid|L052348|UMLS|E0755744|1
G139027|R388046|TGFbeta-RII|S070187|transforming growth factor beta type II receptor|L159604|ADAM||1
G139027|R066162|TGFbeta-RII|S070187|transforming growth factor beta receptor type 2|L159595|UMLS|E0559186|1
G139027|R066163|TGFbeta-RII|S070187|transforming growth factor beta receptor type II|L159597|UMLS|E0559186|1
G139027|R066164|TGFbeta-RII|S070187|transforming growth factor-beta receptor type 2|L159680|UMLS|E0559186|1
G139027|R066165|TGFbeta-RII|S070187|transforming growth factor-beta receptor type II|L159682|UMLS|E0559186|1
G139027|R066166|TGFbeta-RII|S070187|transforming growth factor β receptor type II|L159642|UMLS|E0559186|1
G139027|R066167|TGFbeta-RII|S070187|transforming growth factor-β receptor type II|L159720|UMLS|E0559186|1
G139027|R066168|TGFbeta-RII|S070187|transforming growth factor beta type II receptor|L159604|UMLS|E0761248|1
G139027|R066169|TGFbeta-RII|S070187|transforming growth factor-beta type II receptor|L159689|UMLS|E0761248|1
G139027|R066170|TGFbeta-RII|S070187|transforming growth factor β type II receptor|L159648|UMLS|E0761248|1
G139027|R066171|TGFbeta-RII|S070187|transforming growth factor-β type II receptor|L159726|UMLS|E0761248|1
G139027|R066172|TGFbeta-RII|S070187|type II transforming growth factor beta receptor|L163099|UMLS|E0761316|1
G139027|R066173|TGFbeta-RII|S070187|type II transforming growth factor-beta receptor|L163101|UMLS|E0761316|1
G139027|R066174|TGFbeta-RII|S070187|type II transforming growth factor β receptor|L163100|UMLS|E0761316|1
G139027|R066175|TGFbeta-RII|S070187|type II transforming growth factor-β receptor|L163102|UMLS|E0761316|1
G139107|R370141|TGGE|S070261|temperature gradient gel electrophoresis|L155054|ADAM||1
G139107|R370142|TGGE|S070261|Temperature-gradient gel electrophoresis|L033642|ADAM||1
G139107|R115591|TGGE|S070261|temperature gradient gel electrophoresis|L155054|UMLS|E0654299|1
G139107|R115592|TGGE|S070261|temperature-gradient gel electrophoresis|L155077|UMLS|E0654299|1
G139205|R370320|THG|S070377|Third-harmonic generation|L033860|ADAM||1
G139205|R370321|THG|S070377|third harmonic generation|L156419|ADAM||1
G139205|R213336|THG|S070377|third harmonic generation|L156419|UMLS|E0717230|1
G139205|R213337|THG|S070377|third-harmonic generation|L156451|UMLS|E0717230|1
G139241|R370683|TI|S070431|thalassaemia intermedia|L155940|ADAM||1
G139241|R370684|TI|S070431|thalassemia intermedia|L155943|ADAM||1
G139241|R213421|TI|S070431|thalassemia intermedia|L155943|UMLS|E0583718|1
G139241|R213422|TI|S070431|thalassaemia intermedia|L155940|UMLS|E0583718|1
G139254|R370474|TIA|S070439|thin layer immunoassay|L156280|ADAM||1
G139254|R012836|TIA|S070439|thin layer immunoassay|L156280|UMLS|E0717333|1
G139254|R012837|TIA|S070439|thin-layer immunoassay|L156292|UMLS|E0717333|1
G139267|R370496|TIC|S070452|trypsin inhibitory capacity|L161447|ADAM||1
G139267|R213611|TIC|S070452|trypsin inhibitory capacity|L161447|UMLS|E0717342|1
G139267|R213612|TIC|S070452|trypsin-inhibitory capacity|L161454|UMLS|E0717342|1
G139442|R370901|TLM|S070669|two-layer method|L162805|ADAM||1
G139442|R133743|TLM|S070669|two layer method|L162747|UMLS|E0669062|1
G139442|R133744|TLM|S070669|2-layer method|L001315|UMLS|E0669062|1
G139442|R133745|TLM|S070669|two-layer method|L162805|UMLS|E0669062|1
G139463|R370871|TLR5|S070690|toll-like receptor 5|L157928|ADAM||1
G139463|R214357|TLR5|S070690|Toll-like receptor 5|L034072|UMLS|E0717631|1
G139463|R214358|TLR5|S070690|Toll-like receptor-5|L034082|UMLS|E0717631|1
G139463|R214359|TLR5|S070690|toll-like receptor 5|L157928|UMLS|E0717631|1
G139463|R214360|TLR5|S070690|toll-like receptor-5|L157937|UMLS|E0717631|1
G139540|R370964|TMA|S070738|Thermomechanical analysis|L033820|ADAM||1
G139540|R036151|TMA|S070738|thermal mechanical analysis|L156059|UMLS|E0717815|1
G139540|R036152|TMA|S070738|thermomechanical analysis|L156146|UMLS|E0717816|1
G139540|R036153|TMA|S070738|thermo-mechanical analysis|L156094|UMLS|E0717816|1
G139791|R371178|TNFR2|S071020|tumor necrosis factor receptor 2|L161760|ADAM||1
G139791|R050810|TNFR2|S071020|tumor necrosis factor receptor 2|L161760|UMLS|E0500719|1
G139791|R050811|TNFR2|S071020|tumour necrosis factor receptor 2|L162269|UMLS|E0500719|1
G139875|R371294|TOBEC|S071119|total body electrical conductivity|L158255|ADAM||1
G139875|R371295|TOBEC|S071119|Total-body electrical conductivity|L034222|ADAM||1
G139875|R147576|TOBEC|S071119|total body electrical conductivity|L158255|UMLS|E0679797|1
G139875|R147577|TOBEC|S071119|total-body electrical conductivity|L158675|UMLS|E0679797|1
G139923|R371364|TOS|S071193|toxic oil syndrome|L158758|ADAM||1
G139923|R216005|TOS|S071193|toxic oil syndrome|L158758|UMLS|E0238774|1
G139923|R216006|TOS|S071193|toxic-oil syndrome|L158775|UMLS|E0238774|1
G139940|R371716|TP|S071211|true positive|L161394|ADAM||1
G139940|R371717|TP|S071211|true-positive|L161403|ADAM||1
G139940|R027233|TP|S071211|true positive|L161394|UMLS|E0747262|1
G139940|R027234|TP|S071211|true-positive|L161403|UMLS|E0747262|1
G140048|R371588|TPQ|S071327|topaquinone|L158060|ADAM||1
G140048|R216327|TPQ|S071327|topaquinone|L158060|UMLS|E0413239|1
G140048|R216328|TPQ|S071327|topa quinone|L158059|UMLS|E0413239|1
G140148|R371743|TRALI|S071418|transfusion-related acute lung injury|L159760|ADAM||1
G140148|R055089|TRALI|S071418|transfusion related acute lung injury|L159754|UMLS|E0511900|1
G140148|R055090|TRALI|S071418|transfusion-related acute lung injury|L159760|UMLS|E0511900|1
G140152|R371760|TRAP|S071424|telomeric repeat amplification protocol|L155024|ADAM||1
G140152|R050492|TRAP|S071424|Telomere Repeat Amplification Protocol|L033636|UMLS|E0756860|1
G140152|R050493|TRAP|S071424|telomere repeat amplification protocol|L155010|UMLS|E0756860|1
G140152|R050494|TRAP|S071424|Telomerase Repeat Amplification Protocol|L033634|UMLS|E0756861|1
G140152|R050495|TRAP|S071424|telomerase repeat amplification protocol|L155000|UMLS|E0756861|1
G140152|R050496|TRAP|S071424|Telomeric Repeat Amplification Protocol|L033637|UMLS|E0756862|1
G140152|R050497|TRAP|S071424|telomeric repeat amplification protocol|L155024|UMLS|E0756862|1
G140193|R371850|TRF|S071468|tocotrienol-rich fraction|L157885|ADAM||1
G140193|R020882|TRF|S071468|tocotrienol rich fraction|L157884|UMLS|E0718908|1
G140193|R020883|TRF|S071468|tocotrienol-rich fraction|L157885|UMLS|E0718908|1
G140263|R371894|TRL|S071549|triglyceride-rich lipoproteins|L160957|ADAM||1
G140263|R371895|TRL|S071549|triglyceride-rich lipoprotein|L160956|ADAM||1
G140263|R216762|TRL|S071549|triglyceride rich lipoprotein|L160951|UMLS|E0718960|1
G140263|R216763|TRL|S071549|triglyceride-rich lipoprotein|L160956|UMLS|E0718960|1
G140390|R372108|TSA|S071680|transition state analog|L159974|ADAM||1
G140390|R372109|TSA|S071680|transition-state analog|L159983|ADAM||1
G140390|R372110|TSA|S071680|transition state analogue|L159975|ADAM||1
G140390|R372111|TSA|S071680|transition-state analogue|L159984|ADAM||1
G140390|R013339|TSA|S071680|transition state analog|L159974|UMLS|E0632064|1
G140390|R013340|TSA|S071680|transition state analogue|L159975|UMLS|E0632064|1
G140390|R013341|TSA|S071680|transition-state analog|L159983|UMLS|E0632064|1
G140390|R013342|TSA|S071680|transition-state analogue|L159984|UMLS|E0632064|1
G140416|R372149|TSD|S071706|Tay-Sachs disease|L033581|ADAM||1
G140416|R024136|TSD|S071706|Tay Sachs disease|L033580|UMLS|E0005673|1
G140416|R024137|TSD|S071706|Tay-Sachs disease|L033581|UMLS|E0005673|1
G140470|R372255|TSP|S071764|traveling salesman problem|L160514|ADAM||1
G140470|R027246|TSP|S071764|traveling salesman problem|L160514|UMLS|E0719308|1
G140470|R027247|TSP|S071764|travelling salesman problem|L160517|UMLS|E0719308|1
G140470|R027248|TSP|S071764|traveling-salesman problem|L160516|UMLS|E0719308|1
G140470|R027249|TSP|S071764|travelling-salesman problem|L160518|UMLS|E0719308|1
G140493|R372263|TSSE|S071788|transmissible subacute spongiform encephalopathies|L160188|ADAM||1
G140493|R217232|TSSE|S071788|transmissible subacute spongiform encephalopathy|L160189|UMLS|E0719349|1
G140493|R217233|TSSE|S071788|transmissible sub-acute spongiform encephalopathy|L160187|UMLS|E0719349|1
G140605|R372467|TUDCA|S071904|Tauroursodeoxycholic acid|L033571|ADAM||1
G140605|R032008|TUDCA|S071904|tauroursodeoxycholic acid|L154722|UMLS|E0217887|1
G140605|R032009|TUDCA|S071904|tauro-ursodeoxycholic acid|L154707|UMLS|E0217887|1
G140667|R373240|TXB2|S072008|thromboxane-B2|L156890|ADAM||1
G140667|R018044|TXB2|S072008|thromboxan B2|L156856|UMLS|E0716387|1
G140667|R018045|TXB2|S072008|thromboxan B 2|L156854|UMLS|E0716387|1
G140667|R018046|TXB2|S072008|thromboxane B2|L156880|UMLS|E0716387|1
G140667|R018047|TXB2|S072008|thromboxane B 2|L156878|UMLS|E0716387|1
G140667|R018048|TXB2|S072008|thromboxan B(2)|L156855|UMLS|E0716387|1
G140667|R018049|TXB2|S072008|thromboxane B(2)|L156879|UMLS|E0716387|1
G140731|R369567|Tc|S072126|tetracycline|L155682|ADAM||1
G140731|R013414|Tc|S072126|tetracyclin|L155681|UMLS|E0060396|1
G140731|R013415|Tc|S072126|tetracycline|L155682|UMLS|E0060396|1
G140776|R369444|TcR|S072186|T cell receptor|L032572|ADAM||1
G140776|R369445|TcR|S072186|T-cell receptor|L032835|ADAM||1
