GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI|error|action
|R157099|BRC|S009747|brc|Broad-Complex|L007627|Broad Complex|UMLS|E0691668|E0691662|abbreviation||||||duplicate|retire
|R157439|PBK|S053634|pbk|phosphorylase B kinase|L128360|phosphorylase B kinase|UMLS|E0691829|E0047501|acronym||||||duplicate|retire
|R157440|PBK|S053634|pbk|phosphorylase b kinase|L128361|phosphorylase B kinase|UMLS|E0691829|E0047501|acronym||||||duplicate|retire
|R157441|PBK|S053634|pbk|phosphorylase-b kinase|L128364|phosphorylase B kinase|UMLS|E0691829|E0047501|acronym||||||duplicate|retire
|R157458|NC|S047744|nc|North Carolina|L024881|North Carolina|UMLS|E0691837|E0004498|acronym||||||duplicate|retire
|R157553|RTE|S061215|rte|transepithelial resistance|L159481|transepithelial resistance|UMLS|E0692002|E0691991|acronym||||||duplicate|retire
|R157554|RTE|S061215|rte|trans-epithelial resistance|L159051||UMLS|E0692002|E0691991|acronym||||||duplicate|retire
|R157797|TTG|S071839|ttg|tissue transglutaminase|L157752|tissue transglutaminase|UMLS|E0692161|E0586220|acronym||||||duplicate|retire
|R157798|TTG|S071839|ttg|tissue trans-glutaminase|L157750||UMLS|E0692161|E0586220|acronym||||||duplicate|retire
|R157845|PVL|S057278|pvl|plasma viral load|L129423|plasma viral load|UMLS|E0692199|E0692193|acronym||||||duplicate|retire
|R157950|NS|S049384|ns|nonsynonymous|L119248|nonsynonymous|UMLS|E0692251|E0319980|acronym||||||duplicate|retire
|R157951|NS|S049384|ns|non-synonymous|L118673||UMLS|E0692251|E0319980|acronym||||||duplicate|retire
|R157958|N|S046926|n|number|L120389|Numb|UMLS|E0692262|E0043227|abbreviation||||||duplicate|retire
|R157959|N|S046926|n|Hill coefficient|L017055|Hill coefficient|UMLS|E0692262|E0692252|abbreviation||||||duplicate|retire
|R157960|N|S046926|n|nucleotide|L120168|nucleotide|UMLS|E0692262|E0043194|abbreviation||||||duplicate|retire
|R157961|N|S046926|n|nasion|L115460|nasion|UMLS|E0692262|E0041926|abbreviation||||||duplicate|retire
|R157966|N|S046926|n|normal|L119370|normal|UMLS|E0692272|E0043012|abbreviation||||||duplicate|retire
|R157968|N|S046926|n|normotensive|L119608|normotensive|UMLS|E0692272|E0043049|abbreviation||||||duplicate|retire
|R157979|N|S046926|n|nasal|L115417|nasal|UMLS|E0692272|E0041905|abbreviation||||||duplicate|retire
|R157982|N|S046926|n|neuronal|L116887|neuronal|UMLS|E0692273|E0042457|abbreviation||||||duplicate|retire
|R157983|N|S046926|n|nasal|L115417|nasal|UMLS|E0692273|E0041905|abbreviation||||||duplicate|retire
|R157984|N|S046926|n|novel|L119689|novel|UMLS|E0692273|E0043135|abbreviation||||||duplicate|retire
|R158892|SEN|S064078|sen|Senegal|L030572|Senegal|UMLS|E0692519|E0205092|abbreviation||||||duplicate|retire
|R158893|SEN|S064078|sen|sensitivity|L144969|sensitivity|UMLS|E0692519|E0055226|abbreviation||||||duplicate|retire
|R159006|DTC|S020074|dtc|d-tubocurarine|L064530||UMLS|E0692687|E0692684|acronym||||||duplicate|retire
|R159007|DTC|S020074|dtc|dithiocarbamate|L068880|dithiocarbamate|UMLS|E0692687|E0331421|acronym||||||duplicate|retire
|R159008|DTC|S020074|dtc|dithio carbamate|L068870|dithiocarbamate|UMLS|E0692687|E0331421|acronym||||||duplicate|retire
|R159009|DTC|S020074|dtc|dithio-carbamate|L068872|dithiocarbamate|UMLS|E0692687|E0331421|acronym||||||duplicate|retire
|R159014|DTC|S020074|dtc|d-tubocurarine|L064530||UMLS|E0692688|E0692684|acronym||||||duplicate|retire
|R159017|dtc|S085337|dtc|d-tubocurarine|L064530||UMLS|E0692688|E0692684|acronym||||||duplicate|retire
|R159065|BIW|S009242|biw|twice-weekly|L162694||UMLS|E0692725|E0062659|abbreviation||||||duplicate|retire
|R159066|biw|S082073|biw|twice-weekly|L162694||UMLS|E0692725|E0062659|abbreviation||||||duplicate|retire
|R159178|TCI|S069380|tci|transcobalamin I|L159241|transcobalamin I|UMLS|E0692882|E0692874|acronym||||||duplicate|retire
|R159469|COC1|S014610|coc1|1st coccygeal vertebra|L000810|1st coccygeal vertebra|UMLS|E0693208|E0693205|abbreviation||||||duplicate|retire
|R159470|COC1|S014610|coc1|first coccygeal vertebra|L077750|1st coccygeal vertebra|UMLS|E0693208|E0693205|abbreviation||||||duplicate|retire
|R159471|COC1|S014610|coc1|coccygeal vertebra 1|L058756|coccygeal vertebra 1|UMLS|E0693208|E0693206|abbreviation||||||duplicate|retire
|R159473|COC1|S014610|coc1|ovarian tumor cell line 1|L122958||UMLS|E0693209||abbreviation||||||duplicate|retire
|R159521|S1|S063037|s1|myosin subfragment 1|L115097|myosin subfragment 1|UMLS|E0693300|E0630008|abbreviation||||||duplicate|retire
|R159522|S1|S063037|s1|myosin subfragment-1|L115099|myosin subfragment 1|UMLS|E0693300|E0630008|abbreviation||||||duplicate|retire
|R159527|S2|S063093|s2|myosin subfragment 2|L115098|myosin subfragment 2|UMLS|E0693306|E0693304|abbreviation||||||duplicate|retire
|R159528|S2|S063093|s2|myosin subfragment-2|L115100|myosin subfragment 2|UMLS|E0693306|E0693304|abbreviation||||||duplicate|retire
|R159546|S0|S063036|s0|elemental sulfur|L071610|elemental sulfur|UMLS|E0693332|E0693330|abbreviation||||||duplicate|retire
|R159547|S0|S063036|s0|elemental sulphur|L071611|elemental sulfur|UMLS|E0693332|E0693330|abbreviation||||||duplicate|retire
|R159635|Vi|S075751|vi|initial velocity|L094873|initial velocity|UMLS|E0693439|E0628555|acronym||||||duplicate|retire
|R159643|VI|S075132|vi|primary visual cortex|L134045|primary visual cortex|UMLS|E0693440|E0693427|abbreviation||||||duplicate|retire
|R159901|β2M|S103993|β2m|beta 2 microglobulin|L049302|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159902|β2M|S103993|β2m|beta2-microglobulin|L049732||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159903|β2M|S103993|β2m|beta 2-microglobulin|L049308|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159904|β2M|S103993|β2m|beta-2 microglobulin|L049458|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159905|β2M|S103993|β2m|beta-2-microglobulin|L049466|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159906|β2M|S103993|β2m|beta(2) microglobulin|L049436|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159907|β2M|S103993|β2m|beta(2)-microglobulin|L049442|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159908|β2M|S103993|β2m|beta (2) microglobulin|L049296|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159909|β2M|S103993|β2m|β2µglobulin|L170312||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159910|β2M|S103993|β2m|β2 µglobulin|L170302||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159911|β2M|S103993|β2m|β 2 µglobulin|L170033||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159912|β2M|S103993|β2m|beta2µglobulin|L049735||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159913|β2M|S103993|β2m|β 2 microglobulin|L170031||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159914|β2M|S103993|β2m|β2-µglobulin|L170311||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159915|β2M|S103993|β2m|β-2-µglobulin|L170151||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159916|β2M|S103993|β2m|beta2-µglobulin|L049734||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159917|β2M|S103993|β2m|beta-2-µglobulin|L049468||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159918|β2M|S103993|β2m|β2-microglobulin|L170309||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159919|β2M|S103993|β2m|β 2-microglobulin|L170038||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159920|β2M|S103993|β2m|β-2 microglobulin|L170141||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159921|β2M|S103993|β2m|β-2-microglobulin|L170149||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159922|β2M|S103993|β2m|β(2) microglobulin|L170128||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159923|β2M|S103993|β2m|β(2)-microglobulin|L170132||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159924|β2M|S103993|β2m|β (2) microglobulin|L170027||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159997|β2-M|S103985|β2_m|beta 2 microglobulin|L049302|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159998|β2-M|S103985|β2_m|beta2-microglobulin|L049732||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R159999|β2-M|S103985|β2_m|beta 2-microglobulin|L049308|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160000|β2-M|S103985|β2_m|beta-2 microglobulin|L049458|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160001|β2-M|S103985|β2_m|beta-2-microglobulin|L049466|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160002|β2-M|S103985|β2_m|beta(2) microglobulin|L049436|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160003|β2-M|S103985|β2_m|beta(2)-microglobulin|L049442|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160004|β2-M|S103985|β2_m|beta (2) microglobulin|L049296|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160005|β2-M|S103985|β2_m|β2µglobulin|L170312||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160006|β2-M|S103985|β2_m|β2 µglobulin|L170302||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160007|β2-M|S103985|β2_m|β 2 µglobulin|L170033||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160008|β2-M|S103985|β2_m|beta2µglobulin|L049735||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160009|β2-M|S103985|β2_m|β 2 microglobulin|L170031||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160010|β2-M|S103985|β2_m|β2-µglobulin|L170311||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160011|β2-M|S103985|β2_m|β-2-µglobulin|L170151||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160012|β2-M|S103985|β2_m|beta2-µglobulin|L049734||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160013|β2-M|S103985|β2_m|beta-2-µglobulin|L049468||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160014|β2-M|S103985|β2_m|β2-microglobulin|L170309||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160015|β2-M|S103985|β2_m|β 2-microglobulin|L170038||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160016|β2-M|S103985|β2_m|β-2 microglobulin|L170141||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160017|β2-M|S103985|β2_m|β-2-microglobulin|L170149||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160018|β2-M|S103985|β2_m|β(2) microglobulin|L170128||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160019|β2-M|S103985|β2_m|β(2)-microglobulin|L170132||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160020|β2-M|S103985|β2_m|β (2) microglobulin|L170027||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160021|β2-m|S103987|β2_m|beta 2 microglobulin|L049302|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160022|β2-m|S103987|β2_m|beta2-microglobulin|L049732||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160023|β2-m|S103987|β2_m|beta 2-microglobulin|L049308|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160024|β2-m|S103987|β2_m|beta-2 microglobulin|L049458|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160025|β2-m|S103987|β2_m|beta-2-microglobulin|L049466|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160026|β2-m|S103987|β2_m|beta(2) microglobulin|L049436|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160027|β2-m|S103987|β2_m|beta(2)-microglobulin|L049442|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160028|β2-m|S103987|β2_m|beta (2) microglobulin|L049296|beta 2 microglobulin|UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160029|β2-m|S103987|β2_m|β2µglobulin|L170312||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160030|β2-m|S103987|β2_m|β2 µglobulin|L170302||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160031|β2-m|S103987|β2_m|β 2 µglobulin|L170033||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160032|β2-m|S103987|β2_m|beta2µglobulin|L049735||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160033|β2-m|S103987|β2_m|β 2 microglobulin|L170031||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160034|β2-m|S103987|β2_m|β2-µglobulin|L170311||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160035|β2-m|S103987|β2_m|β-2-µglobulin|L170151||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160036|β2-m|S103987|β2_m|beta2-µglobulin|L049734||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160037|β2-m|S103987|β2_m|beta-2-µglobulin|L049468||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160038|β2-m|S103987|β2_m|β2-microglobulin|L170309||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160039|β2-m|S103987|β2_m|β 2-microglobulin|L170038||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160040|β2-m|S103987|β2_m|β-2 microglobulin|L170141||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160041|β2-m|S103987|β2_m|β-2-microglobulin|L170149||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160042|β2-m|S103987|β2_m|β(2) microglobulin|L170128||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160043|β2-m|S103987|β2_m|β(2)-microglobulin|L170132||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R160044|β2-m|S103987|β2_m|β (2) microglobulin|L170027||UMLS|E0693511|E0213510|abbreviation||||||duplicate|retire
|R166626|BP3|S009619|bp3|benzophenone 3|L049186|benzophenone 3|UMLS|E0693885|E0693882|abbreviation||||||duplicate|retire
|R166627|BP3|S009619|bp3|benzophenone-3|L049189|benzophenone 3|UMLS|E0693885|E0693882|abbreviation||||||duplicate|retire
|R166630|BP-3|S009605|bp_3|benzophenone 3|L049186|benzophenone 3|UMLS|E0693885|E0693882|abbreviation||||||duplicate|retire
|R166631|BP-3|S009605|bp_3|benzophenone-3|L049189|benzophenone 3|UMLS|E0693885|E0693882|abbreviation||||||duplicate|retire
|R169331|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2 glycoprotein 1 antibody|L043683||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169332|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2 glycoprotein I antibody|L043684||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169333|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2 glycoprotein-1 antibody|L043685||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169334|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2 glycoprotein-I antibody|L043686||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169335|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2-glycoprotein 1 antibody|L043687||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169336|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2-glycoprotein I antibody|L043689||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169337|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2-glycoprotein-1 antibody|L043690||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169338|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta2-glycoprotein-I antibody|L043691||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169339|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta 2 glycoprotein 1 antibody|L043665||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169340|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta 2 glycoprotein I antibody|L043666||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169341|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta 2 glycoprotein-I antibody|L043667||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169342|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta 2-glycoprotein I antibody|L043668||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169343|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta 2-glycoprotein-I antibody|L043669||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169344|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2 glycoprotein 1 antibody|L043675||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169345|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2 glycoprotein I antibody|L043676||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169346|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2 glycoprotein-1 antibody|L043677||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169347|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2 glycoprotein-I antibody|L043678||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169348|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2-glycoprotein 1 antibody|L043679||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169349|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2-glycoprotein I antibody|L043680||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169350|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2-glycoprotein-1 antibody|L043681||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169351|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta-2-glycoprotein-I antibody|L043682||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169352|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta(2) glycoprotein I antibody|L043670||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169353|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta(2) glycoprotein-I antibody|L043671||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169354|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta(2)-glycoprotein 1 antibody|L043672||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169355|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta(2)-glycoprotein I antibody|L043673||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169356|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta(2)-glycoprotein-I antibody|L043674||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169357|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta (2)-glycoprotein I antibody|L043663||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169358|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-beta (2)-glycoprotein-I antibody|L043664||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169359|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-β2 glycoprotein 1 antibody|L044600||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
|R169360|anti-beta2GPI antibody|S080081|anti_beta2gpi antibody|anti-β2 glycoprotein I antibody|L044601||UMLS|E0694315|E0693514|acronym||||||duplicate|retire
