LF1|LF2|Synonym
phospholipase C-γ 1|phospholipase C β(3)|N
platelet-derived growth factor A-chain|platelet-derived growth factor-B|N
domain|domain 2|N
American Orthopaedic Foot and Ankle Society Midfoot Scale|American Orthopedic Foot and Ankle Society hallux score|N
dichlorofluorescein|dichlorofluorescin|Y
virion host shutoff protein|virion host shutoff|N
human adenovirus 9|human adenovirus 40|N
interleukin 13 receptor alpha2 subunit|interleukine-15 receptor alpha subunit|N
a disintegrin and metalloproteinase 5|A disintegrin and metalloproteinase-33|N
spinocerebellar ataxia type 4|spinocerebellar ataxia type 1|N
phosphorylated AMPK|phosphorylated PKB|N
a disintegrin and metalloprotease-5|a disintegrin and metalloproteinase 11|N
5-hydroxytryptamine|5-hydroxytryptamine 4|N
anti-interleukin-17 antibody|anti-interleukin-17 monoclonal antibody|Y
interleukine 5 receptor α|interleukine-2 receptor α-chain|N
taurochenodeoxycholate-3-sulfate|taurochenodeoxycholate|N
sodium-glucose co-transporter|sodium glucose co-transporter 3|N
bromodomain containing protein-2|bromodomain containing protein 4|N
cluster of differentiation antigen 93|cluster of differentiation antigen 81|N
Behavior Assessment System for Children, 2nd edition|Behavioral Assessment System for Children-2nd edition|Y
5-Hydroxytryptamine-2|5-Hydroxytryptamine|Y
corticotropin-releasing factor receptor antagonist|corticotropin-releasing factor receptor type 1|N
cysteine-cysteine chemokine ligand 19|cysteine-cysteine chemokine ligand 7|N
leucotriene|leucotriene C4|N
random amplified polymorphic DNA|random-amplified polymorphic DNA profile|N
ventral intermediate|ventralis intermedius|Y
human adenovirus F|human adenovirus type D|N
major histocompatibility complex class II antigen|major histo-compatibility complex class II molecule|N
non-aqueous reversed-phase high-performance liquid chromatography|non-aqueous reversed phase liquid chromatography|N
alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionic acid|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate|Y
multidrug resistance protein 1|lung resistance protein|N
American Society of Anaesthesiologists class|American Society of Anesthesiology Class V|N
stromal-derived factor-1alpha|stromal derived factor 1α|Y
Saint Francis Medical Center|Saint Barnabas Medical Center|N
Arizona State University|Florida State University|N
a disintegrin and metalloprotease 5|A disintegrin and metalloprotease-7|N
intertrial interval|interwave interval|N
A disintegrin and metalloprotease 3|a disintegrin and metalloprotease-10|N
human leucocyte antigen DP|human leukocyte antigen DQ8|N
interferon regulatory factor 3|interferon regulatory factor 9|N
vitamine K(1)|vitamin K(2)|N
phospholipase|phospholipase C β 4|N
neuregulin1-β|neuregulin 1 β|Y
sex determining region Y-box 7|sex determining region Y gene|N
anticytotoxic T-lymphocyte antigen-4 monoclonal antibody|anti-cytotoxic T-lymphocyte antigen 4 antibody|Y
corticotrophin-releasing factor receptor|corticotropin-releasing-factor receptor|Y
5-hydroxytryptamine1d|5-hydroxytryptamine|N
diisopropylcarbodiimide|ethyldiaminopropylcarbodiimide|N
myosin light chain kinase 2|myosin light chain I|N
alpha 1 anti-trypsin|alpha 1 anti-chymotrypsin|N
hydroxyproline|hydroxylysine|N
American Society of Anaesthesiologists Status 1|American Society of Anesthesiologists class III|N
phospho-extracellular signal regulated kinase|extracellular signal regulated kinase-2|N
benzo(a)pyrene diolepoxide DNA adduct|benzo[a]pyrene-diol-epoxide DNA adduct|Y
RNA binding protein|J binding protein|N
cluster of differentiation 9|cluster of differentiation 20 antibody|N
thyrotropin-releasing factor|human corticotropin-releasing factor|N
transforming growth factor-beta type I receptor|transforming growth factor β type II receptor|N
cluster of differentiation antigen 97|cluster of differentiation 3|N
Escherichia coli|Escherichia coli O26|N
Na-K-2Cl co-transporter-1|Na-K-2Cl co-transporter|N
glycosyl-phosphatidylinositol anchored protein|glycosylphosphatidyl inositol-anchored protein|Y
uridine diphosphate glucuronyltransferase|uridine diphosphoglucuronosyltransferase|Y
Edmonton Symptom Assessment Scale|Memorial Symptom Assessment Scale|N
transforming growth factor-beta protein|transforming growth factor-beta receptor type 1|N
N-decylphosphorylcholine|n-octylphosphorylcholine|N
extracellular signal regulated kinase 2|Extracellular signal-regulated protein kinases|N
1-anilino-8-naphthalenesulfonate|1-anilino-naphthalene-8-sulfonate|Y
equine herpesvirus 5|cebine herpesvirus 1|N
MDR-related protein|Rad3-related protein|N
protein kinase G|βII-protein kinase C|N
human adenovirus type 44|human adenovirus type 28|N
kruppel-like factor-13|krüppel-like factor 6|N
interleukine-7 receptor α chain|interleukin-13 receptor α1|N
multi-colony stimulating factor|multi-colony-stimulating factor|Y
proteinase activated receptor 1|protease-activated receptors|N
cluster of differentiation 13|cluster of differentiation 15|N
N-terminal pro-B-type natriuretic peptide|amino-terminal pro-B-type natriuretic peptide|Y
computed tomographic angiography|computed tomographic hepatic arteriography|N
Kruppel-like factor-7|Krüppel-like factor 5|N
stromal-derived factor-1|stromal cell-derived factor|N
crosspolarization magic angle spinning|cross-polarization/magic angle spinning|Y
anti-interleukin-4 neutralizing antibody|antiinterleukin-6 neutralising antibody|N
liquid chromatographic|gas liquid chromatography|N
β(2)-glycoprotein I|β 2 glycoprotein I|Y
neu laxova syndrome|Neu-Laxova syndrome|Y
effusion-associated lymphocyte|tumour-associated lymphocyte|N
choriocarcinoma cells|choriocarcinoma|N
human microvascular endothelial cell|lung microvascular endothelial cells|N
coronary artery vein graft|coronary artery graft|N
primary hyperparathyroidism|hyperparathyroidism|N
American Society of Anesthesiology status I|American Society of Anaesthesiology Grade 5|N
Sialyl Lewisx|sialyl Lewis x|Y
American Society of Anaesthesiology Class V|American Society of Anesthesiologists status 5|Y
Krüppel-like factor-4|Kruppel-like factor-9|N
extracellular signal-regulated kinase-5|extracellular signal regulated kinase-1|N
American Society of Anesthesiologists class V|American Society of Anesthesiologists Status 1|N
American Society of Anesthesiologists status 3|American Society of Anesthesiologists physical status I|N
tumor-3, node-2b, metastasis-0|tumor-1c, node-0, metastasis-0|N
para-hydroxyphenylethanol|dihydroxy-phenylethanol|N
TGF β1|TGF β-1|Y
human adenovirus type 36|human adenovirus serotype D|N
human transforming growth factor-beta|transforming growth factor-β2|N
ribonucleic acid nucleotidyltransferase|deoxyribonucleic acid nucleotidyltransferase|N
integral membrane protein|integral membrane protein 2C|N
protein kinase D|protein kinase A|N
purine-rich element binding protein α|purine-rich element binding protein B|N
human leukocyte antigen class I-specific|human leucocyte antigen class II|N
anti-CD33 monoclonal antibody|anti-IL 12 monoclonal antibody|N
poly-beta-hydroxybutyrate|poly-beta-hydroxybutyric acid|Y
a disintegrin and metalloprotease 15|a disintegrin and metalloprotease-6|N
vanillic acid|homovanillic acid|N
American Society of Anaesthesiologists Grade II|American Society of Anesthesiologists Class II|Y
eukaryotic translation elongation factor 1alpha|eucaryotic translation initiation factor 2|N
Kruppel-like factor-7|krüppel-like factor-10|N
IL2 receptor α chain|IL-12 receptor β1 chain|N
high performance liquid chromatography-thermospray mass spectrometry|high-performance liquid chromatography/thermospray mass spectrometry|Y
peroxin 4|peroxin 12|N
UM squamous cell carcinoma-14A|UT squamous cell carcinoma-15|N
ribonucleic acid polymerase|ribonucleic acid polymerase I|N
src homology 2 domain-containing protein tyrosine-phosphatase|Src homology-2 domain-containing protein tyrosine phosphatase-2|N
regions of interests|region of interests|Y
surface-enhanced laser desorption/ionization|surface enhanced laser desorption/ionisation time of flight|N
matrix assisted laser desorption ionisation-mass spectrometry|matrix-assisted laser desorption/ionization-mass spectrometry|Y
ribosomal protein S3|ribosomal protein S19|N
American Society of Anesthesiologists Class V|American Society of Anaesthesiology grade II|N
American Society of Anaesthesiologists Class IV|American Society of Anaesthesiology class III|N
American Society of Anaesthesiology class 5|American Society of Anesthesiology class I|N
American Society of Anaesthesiologists Grade 4|American Society of Anesthesiologists grade II|N
branched-chain DNA|branched chain DNA assay|N
left ventricular|left ventricular apex|N
extracellular signal regulated kinase-5|mitogen extracellular signal-regulated kinase 1|N
excitatory postsynaptic current|excitatory post-synaptic potentials|N
YY1-associated factor 2|TBP-associated factor 11|N
S-((2-chloroethyl)carbamoyl)glutathione|S-(N-methylcarbamoyl)glutathione|N
vesicular glutamate transporter 2|vesicular glutamate transporter 3|N
chicken luteinising hormone releasing hormone-II|chicken luteinising hormone-releasing hormone II|Y
transjugular intrahepatic portasystemic stent shunt|trans-jugular intra-hepatic porto-systemic shunt|Y
benzo(a)pyrene diol epoxide-DNA adduct level|benzo[a]pyrene-diol-epoxide-DNA adduct|N
American Society of Anesthesiologists Status 2|American Society of Anesthesiologists grade III|N
interleukin 31|interleukin 10|N
phospholipase B|phospholipase A(2)|N
anti-interleukin-10 antibody|antiinterleukin 6 antibody|N
maximum tolerable dose|maximal tolerated dose|Y
cardiac sarcolemma|cardiac sarcolemmal|Y
inductively coupled plasma emission spectroscopy|inductively coupled plasma-atomic emission spectrometry|Y
A disintegrin and metalloproteinase-10|a disintegrin and metalloprotease-19|N
A disintegrin and metalloproteinase-8|a disintegrin and metalloprotease 21|N
American Society of Anesthesiology status I|American Society of Anesthesiology physical status I|N
reticulo-endothelial system|reticulo-endothelial|N
light harvesting chlorophyll a/b protein|light harvesting chlorophyll-a/b-binding protein|N
para-nitrophenol|para-nitrophenetol|Y
American Society of Anaesthesiologists grade 2|American Society of Anesthesiologists Grade I|N
C-C chemokine receptor-2|C-C chemokine receptor 2|Y
ras-related GTP-binding protein 1c|ras-related GTP-binding protein|N
cornu ammonis 3|cornu ammonis 2|N
methylcholanthrene induced sarcoma|methyl-cholanthrene-induced sarcoma|Y
triple quantum magic-angle spinning|multiple-quantum magic angle spinning|N
fluorescence in-situ hybridisation|three colour fluorescence in-situ hybridisation|N
interleukin-15 receptor α-chain|interleukin 13 receptor α2 chain|N
3,3',5-tri-iodothyronine|3,3',5'-triiodothyronine|Y
Belzer University of Wisconsin solution|Belzer University of Wisconsin cold storage solution|Y
computed tomograpy|computed tomography-guided|N
anti-IL-7 antibody|anti-IL 6 antibody|N
levomalic acid|malic acid|N
American Society of Anaesthesiologists Grade II|American Society of Anaesthesiologists status II|Y
American Society of Anaesthesiologists Class II|American Society of Anaesthesiologists Grade II|Y
protein kinase Cα|protein kinase C β|N
human adenovirus type 42|human adenovirus 24|N
neural-precursor-cell-expressed, developmentally down-regulated 2|neural-precursor cell-expressed, developmentally downregulated 5|N
peroxisome proliferator-activated receptor-gamma coactivator-1|peroxisome proliferator-activated receptor gamma co-activator 1 alpha|N
Mg-inosine triphosphate|inosine diphosphate|N
deiodinase 1|deiodinase type 1|Y
peroxisome proliferator activated receptor-gamma 2|peroxisome proliferator-activated receptor γ co-activator 1|N
interleukin 2 receptor alpha chain|interleukin-7 receptor α-chain|N
cluster of differentiation antigen 73|cluster of differentiation 10|N
American Society of Anaesthesiologists status 3|American Society of Anaesthesiology status V|N
phenyl isothiocyanate|phenylethylisothiocyanate|N
interleukin 3 receptor α-chain|interleukin 13 receptor α2-chain|N
interleukin-7 receptor α|interleukin 3 receptor α-chain|N
pseudo-exfoliative|pseudo-exfoliation|Y
Canadian Cardiovascular Society class|Canadian Cardiovascular Society class 2|N
para-aminophenol|p-aminophenol|Y
α-7 nicotinic acetylcholine receptor|muscle type nicotinic acetylcholine receptor|N
src homology-2 domain-containing protein tyrosine-phosphatase|src homology 2 domain containing protein-tyrosine phosphatase|Y
major cytogenetic response|major cytogenetic remission|Y
platelet-derived growth factor-beta receptor|platelet derived growth factor receptor-β|Y
extracellular Ca2+|extracellular|N
oestrogen receptor-α|estrogen receptor α|Y
random-amplified polymorphic DNA profile|random amplified polymorphic DNAs|Y
anti-IL 5 antibody|anti-IL-5 antibody|Y
alpha-methyl acyl-coenzyme A racemase|α-methyl acyl-coenzyme A racemase|Y
insulin-like growth factor 1 level|insulinlike growth factor 2 receptor|N
American Society of Anesthesiology Grade V|American Society of Anesthesiologists grade I|N
Escherichia coli O157|Escherichia coli BL-21|N
recombinant human interferon|recombinant murine interferon γ|N
src homology 2 domain containing protein tyrosine phosphatase substrate-1|Src homology 2 domain containing protein tyrosine phosphatase substrate 1|Y
β amyloid precursor protein cleaving enzyme|β amyloid precursor protein-cleaving enzyme-1|N
lymphokine-activated killer|lymphokine activated killing|Y
A disintegrin and metalloproteinase 15|A disintegrin and metalloprotease-8|N
oxalic acid|malic acid|N
