LF1|LF2|Synonym
somatostatin type 2 receptor|somatostatin receptor 2|Y
anti-human T cell lymphotropic virus-I antibody|anti-human T cell lymphotropic virus type-I antibody|Y
regional oxygen saturation|regional cerebral oxygen saturation|N
anti-IL-7 monoclonal antibody|anti-interleukin-7 monoclonal antibody|Y
cannabinoid 2 receptor|cannabinoid receptor 2|Y
selenoprotein P1|selenoprotein P|Y
propofol infusion syndrome|propofol-related infusion syndrome|Y
posterior interosseous artery|posterior intercostal artery|N
P21 activated kinase 1|p21-activated kinase|Y
cone-beam computerized tomography|cone-beam computed tomography|Y
peracetic acid|phenylacetic acid|N
guanylate cyclase|guanylyl cyclase|Y
oral facial digital syndrome type V|oro-facio-digital syndrome type V|Y
δ aminolevulinic acid dehydratase|aminolevulinic acid dehydratase|Y
equid herpesvirus type 5|equine herpesvirus 5|Y
recombinant murine gamma interferon|recombinant murine interferon gamma|Y
α-glycerophosphate dehydrogenase|alpha glycerol-3-phosphate dehydrogenase|Y
fluorescent imaging plate reader|fluorescence imaging plate reader|Y
American Spinal Injury Association grade D|American Spinal Injury Association Impairment Scale grade D|Y
Standard Pseudoisochromatic Plates Part 2|Standard Pseudoisochromatic Plates 2|Y
p-nitrophenyl phosphatase|para-nitrophenyl-phosphatase|Y
helicopter emergency medical service|helicopter emergency medical system|Y
T independent type 2 antigen|thymus independent type 2 antigen|Y
phosphatidylinositol 4,5-biphosphate|phosphatidyl-inositol bis-phosphate|Y
Apolipoprotein B-48|apolipoprotein B-48|Y
poly(2-hydroxyethylmethacrylate)|poly-hydroxyethylmethacrylate|Y
DNAX-activating protein 12|DNAX activation protein of 12 kDa|Y
trace|trachea|N
portal pressure|paw pressure|N
biochemical recurrence free survival|biochemical relapse-free survival|Y
thoracic vertebra 6|6th thoracic vertebra|Y
tetracycline trans-activator|tetracycline controlled trans-activator|Y
interleukine-6 receptor α subunit|interleukine-6 receptor α|Y
American Society of Anaesthesiology status IV|American Society of Anesthesiology Class 4|Y
metabotropic glutamate receptor type 1|metabotropic glutamate receptor 1|Y
National Medical Association|National Malaria Association|N
left pulmonary vascular resistance|pulmonary vascular resistance|N
p-amino-hippurate clearance|paraaminohippurate clearance|Y
American Society of Anesthesiologists physical status 2|American Society of Anesthesiology physical status 2|Y
16-slice multidetector computed tomography|sixteen-slice multidetector-row computed tomography|Y
Basso-Beattie-Bresnahan Locomotor Rating Scale|Basso, Beattie, and Bresnahan locomotor rating scale|Y
growth factor receptor binding protein 2|factor receptor binding protein-2|N
prostaglandin I(2) synthase|prostaglandin I synthase|Y
oral-facial-digital syndrome type 1|orofaciodigital syndrome type 1|Y
low calorie diet|low calcium diet|N
mu opioid receptor|mu opioid receptor gene|N
young male|young man|Y
scavenger receptor|scavenger receptor class A|N
leukemia-inhibiting factor|leucemia inhibitory factor|Y
intensive medicine unit|internal medicine unit|N
array comparative genomic hybridisation|array based comparative genomic hybridisation|Y
5-bromo-2'-deoxyuridine|bromodeoxy-uridine|Y
isopropylacrylamide|N-isopropylacrylamide|Y
logarithm phase|logarithmic phase|Y
orthoaminoazotoluene|o-aminoazotoluene|Y
isopenicillin N synthase|isopenicillin N synthetase|Y
cDNA-amplified fragment length polymorphism|complementary DNA-amplified fragment length polymorphism|Y
American Society of Anesthesiology Grade 3|American Society of Anesthesiology physical status 3|Y
autoimmune hemolytic anemia|acquired hemolytic anemia|N
assisted-reproduction treatment|assisted-reproduction technique|Y
Gaucher disease|Gauchers disease|Y
group A beta hemolytic streptococcal|group A beta hemolytic streptococcus|Y
resting electroencephalogram|routine electroencephalogram|N
dinitrophenyl bovine gamma globulin|dinitrophenylated bovine γ-globulin|Y
non-cytopathic|noncytopathic|Y
Cockayne syndrome group B protein|Cockayne syndrome B protein|Y
electrothermal atomic absorption spectrophotometry|electrothermal atomisation atomic absorption spectrometry|Y
nucleus|nucleolus|N
16-slice multidetector-row computed tomography|16-slice multi-detector computed tomography|Y
thoracic aortic injury|traumatic aortic injury|N
American Society of Anesthesiologists status 5|American Society of Anesthesiology physical status 5|Y
Elastica van Gieson stain|Elastic van Gieson stain|Y
progesterone binding protein|pheromone binding protein|N
human adenovirus type 4|human adenovirus 4|Y
lipolysis-stimulated receptor|lipolysis stimulated receptor|Y
colony-forming-unit|colony-forming units|Y
acute ischemic syndrome|acute ischemic stroke|N
dideoxyinosine|2',3'-dideoxyinosine|Y
cyclic AMP responsive element|cAMP response element|Y
American Society of Anaesthesiology class I|American Society of Anaesthesiology Grade 1|Y
American Psychiatric Association|American Psychopathological Association|N
micelle electrokinetic capillary chromatography|micellar electrokinetic chromatography|Y
embryonal carcinoma cell|embryonic carcinoma cell|Y
cyclic voltammogram|cyclic voltammetry|N
Global Assessment of Functioning Scale|Global Assessment of Function scale|Y
anti-phenolic glycolipid-I antibody|anti-phenolic glycolipid-I|Y
dual isotope single acquisition|dual isotope simultaneous acquisition|N
light harvesting chlorophyll a/b-binding protein-I|light-harvesting chlorophyll a/b protein-I|Y
minimal fungicidal concentration|minimum fungicidal concentration|Y
quarter|quart|N
latent membrane protein 1|latent membrane protein|Y
coronary artery stenosis|carotid artery stenosis|N
iron-sulphur cluster assembly 1 homologue|iron-sulphur cluster assembly 1|N
recurrent oral ulcer|recurrent oral ulceration|Y
human B lymphotropic virus|human B-cell lymphotropic virus|Y
primary graft nonfunction|primary nonfunction|Y
vasoactive intestinal peptide immunoreactivity|vasoactive intestinal peptide immunoreactive|Y
phorbol diacetate|phorbol 12,13-diacetate|Y
middle T antigen|middle tumor antigen|Y
small-for-gestational-age|small for gestational age|Y
soluble inhibitory factor|serum inhibitory factor|Y
American Society of Anesthesiologists Status 3|American Society of Anaesthesiology status III|Y
International Filariasis Association|International Fertility Association|N
glassy carbon electrode|glass carbon electrode|Y
guanine nucleotide dissociation inhibitor 1|guanine dinucleotide phosphate dissociation inhibitor 1|Y
computerized tomography angiogram|computed tomographic angiogram|Y
poly(2-hydroxyethyl methacrylate)|polyhydroxyethylmethacrylate|Y
cannabinoid receptor 1|cannabinoid 1 receptor|Y
human adenovirus 13|human adenovirus type 13|Y
nitrogen phosphorus detector|nitrogen phosphorus detection|Y
systemic inflammatory response|systemic inflammatory reaction|Y
transient receptor potential vanilloid receptor type 1|transient receptor potential vanilloid type 1 receptor|Y
serotonin–norepinephrine reuptake inhibitor|serotonin norepinephrine reuptake inhibitor|Y
promyelocytic leukemia protein|pro-myelocytic leukaemia|N
hexosamine biosynthetic pathway|hexosamine biosynthesis pathway|Y
negative affectivity|negative affect|Y
one dimension|one-dimensional|Y
bone morphogenetic protein receptor 1|bone morphogenetic protein receptor type 1|Y
multiunit activity|motor unit activity|N
high performance liquid chromatograph|high pressure liquid chromatography|Y
hexamethylenebisacetamide|N,N'-hexamethylene-bis-acetamide|Y
type 3 familial hemophagocytic lymphohistiocytosis|familial hemophagocytic lymphohistiocytosis type 3|Y
transmyocardial laser revascularisation|trans-myocardial laser revascularization|Y
microtubule organizing center|microtubule organizing centre|Y
stress fracture|stent fracture|N
complete metabolic response|complete molecular response|N
healthy weight|heart weight|N
botulinum neurotoxin type E|botulinum neurotoxin E|Y
cerebrovascular reserve capacity|cerebrovascular reserve|Y
interleukine-13 receptor α1-chain|interleukin-13 receptor α1|Y
Rho-guanine dinucleotide phosphate dissociation inhibitor 1|Rho-guanine nucleotide dissociation inhibitor 1|Y
common variable immunodeficiency syndrome|common variable immunodeficiency|Y
xylose lysine deoxycholate agar|xylose lysine desoxycholate agar|Y
sodium tauro-24,25-dihydrofusidate|sodium taurodihydrofusidate|Y
multiple endocrine neoplasia syndrome|multiple endocrine neoplasia|Y
intracisternal A-type particle|intra-cisternal A-particle|Y
poly(ether-urethane)|polyetherurethane|Y
iduronate-2-sulphatase|iduronate sulfatase|Y
gynecologic|gynecologist|N
polyarthritis|polyarteritis|N
computer-assisted diagnosis|computer aided diagnostic|Y
human adenovirus C|human adenovirus type C|Y
peroxisome proliferator-activated receptor gamma1|peroxisome proliferator-activated receptor γ 1|Y
American Society of Anesthesiologists grade 2|American Society of Anaesthesiology status II|Y
A disintegrin and metalloprotease-23|A disintegrin and metalloproteinase 23|Y
sterol regulatory element-binding protein-1-a|sterol response element-binding protein-1-a|Y
spinocerebellar ataxia type 2|spino-cerebellar ataxia type 2|Y
organophosphorus-induced delayed neurotoxicity|organophosphorus compound-induced delayed neurotoxicity|Y
allogeneic blood transfusion|allogenic blood tranfusion|Y
adipose-derived stromal cell|adipose stromal cell|Y
interleukin 1|interleucin 1|Y
secoisolariciresinol diglucoside|secoisolariciresinol diglycoside|Y
apoptotic protease activating factor 1|apoptotic protease-activating factor-1|Y
Apolipoprotein CIII|apolipoprotein C-III|Y
intradermally|intradermal|Y
receiver operating characteristic|receiver operator characteristic|Y
average molecular weight|apparent molecular weight|N
left atrium|left arm|N
Alagille-Watson syndrome|alagille watson syndrome|Y
late positive complex|late positive component|Y
fluorescent in situ hybridisation|fluorescence in situ hybridization|Y
transient receptor potential vanilloid type 1|transient receptor potential vanilloid receptor 1|Y
phorbolmyristyl acetate|phorbol myristic acetate|Y
American Medical Women's Association|American Medical Writers' Association|N
interleukin 11 receptor alpha|interleukine-11 receptor alpha subunit|Y
cholera toxin beta subunit|cholera toxin subunit B|Y
Schonlein Henoch purpura|Schönlein-Henoch purpura|Y
human adenovirus 7|human adenovirus type 7|Y
maximal electroshock seizure|maximal electroshock|Y
Global Assessment of Functioning|global assessment of functioning|Y
human adenovirus serotype 16|human adenovirus 16|Y
macrocreatine kinase 1|macromolecular creatine kinase 1|Y
frozen embryo transfer|frozen-thawed embryo transfer|Y
Veterans Affairs Medical Center|Veterans' Affairs medical center|Y
gonadotrophin releasing factor|gastrin-releasing factor|N
nuclear factor kappa beta|nuclear factor kappaB|Y
expression sequence tag|expressed sequenced tag|Y
apolipoprotein A-IV|apolipoprotein AIV|Y
matrix-assisted laser desorption ionisation-mass spectrometry|Matrix-assisted laser desorption ionization mass spectrometry|Y
upflow sludge blanket|upflow sludge bed|Y
arginine-glycine-aspartic acid-serine|arginine-glycine-aspartate-serine|N
colony-forming unit-culture|colony-forming units in culture|Y
anti-human immunodeficiency virus type-1|anti-human immunodeficiency virus-1|Y
decidual cell response|decidual cell reaction|Y
antineutrophilic cytoplasmic antibody|antinuclear cytoplasmic antibody|Y
intramammary|intra-mammary|Y
corticotrophin-releasing-hormone receptor-2|type-2 corticotropin-releasing-hormone receptor|Y
malignant hyperthermia|malignant hyperpyrexia|Y
dermal epidermal junction|dermo-epidermal junction|Y
simple reaction time|simple reaction time task|Y
osmolality|osmolarity|N
myogenic regulatory factor 5|muscle regulatory factor 5|Y
transforming growth factor-β type II receptor|transforming growth factor-β receptor type II|Y
aγglobulinemia|agammaglobulinemia|Y
type 1 Chiari malformation|Chiari malformation I|Y
subjectively|subjective|Y
hydroxyflutamide|hydroxy-flutamide|Y
micellar electrokinetic chromatography|micellar electrokinetic capillary chromatography|Y
artificial cerebral spinal fluid|artificial cerebro-spinal fluid|Y
mesangial cell|marginal cell|N
human anti-mouse antibody|human anti-mouse antibodies|Y
alpha-difluoromethyl-arginine|difluoromethylarginine|Y
multidetector row computed tomography scan|multi-detector computed tomography scan|Y
guanidinium hydrochloride|guanidine hydrochloride|Y
American Otological Society|American Ophthalmological Society|N
bladder smooth muscle cell|smooth muscle cell|N
cisplatin|cisplatinum|Y
anodic aluminium oxide|anodised aluminium oxide|Y
T suppressor cell|suppressor T cell|Y
immunodeficiency|immune deficiency|Y
human adenovirus 19|human adenovirus serotype 19|Y
subfoveal choroidal neovascularisation|choroidal neovascularization|N
skeletal alkaline phosphatase|soluble alkaline phosphatase|N
X-linked lymphoproliferative disorder|X-linked lymphoproliferative syndrome|Y
hemopoietic stem cell transplant|hemopoietic stem cell transplantation|Y
equid herpesvirus type 5|equid herpesvirus 5|Y
Interocular transfer|intra-ocular transfer|N
visual evoked potential|visual-evoked potential|Y
long acting reversible contraceptive|long acting reversible contraception|Y
mixed lymphocyte tumor culture|mixed lymphocyte tumor cell cultures|Y
glucocorticoid receptor alpha|glucocorticoid receptor-α|Y
intra-cavernous pressure|intracavernosal pressure|Y
thermo-luminescence dosimeter|thermoluminescent dosimeter|Y
computerised tomography scanning|computed tomographic scanning|Y
