LF1|LF2|Synonym
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
core-binding factor α1|core binding factor α-1|
interleukin-13 receptor alpha1 chain|interleukine-13 receptor α1-chain|
cross polarisation/magic-angle spinning nuclear magnetic resonance|cross-polarization magic-angle-spinning nuclear magnetic resonance|
crosspolarization magic-angle-spinning nuclear magnetic resonance spectroscopy|cross-polarization magic-angle spinning nuclear magnetic resonance spectroscopy|
crosspolarisation magic-angle-spinning nuclear magnetic resonance spectroscopy|cross polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|
Sry-type high mobility group box 9|sry-type high-mobility-group box 9|
anti-β-2 glycoprotein I antibody|anti-β2-glycoprotein-I antibody|
phospholipase Cγ-2|phospholipase Cgamma2|
postpoliomyelitis syndrome|post-poliomyelitis syndrome|
receptor-like protein tyrosine phosphatase delta|receptor-like protein tyrosine phosphatase-δ|
β adrenergic receptor kinase-1|β-adrenergic receptor kinase 1|
poly(L-lactide)|poly-l-lactide|
α-2 Heremans-Schmid glycoprotein|α2 Heremans Schmid glycoprotein|
matrix-assisted laser desorption/ionization Fourier-transform ion cyclotron resonance mass spectrometry|matrix-assisted laser desorption ionization Fourier transform ion cyclotron resonance mass spectrometry|
anti-beta-2 glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
seven in absentia homologue 2|seven-in-absentia homologue-2|
multi-detector computed tomographic scan|multi-detector computed tomography scan|
IL13 receptor α2 chain|IL-13 receptor α2 chain|
interleukine-7 receptor α subunit|interleukin 7 receptor alpha subunit|
antineuraminidase|anti-neuraminidase|
A disintegrin and metalloproteinase 29|a disintegrin and metalloproteinase-29|
insulin-like growth factor-II mRNA-binding protein-1|insulin-like growth factor II mRNA-binding protein-1|
anti-human T cell lymphotropic virus type I antibody|anti-human T-cell lymphotrophic virus I antibody|
American Society of Anesthesiology physical status II|American Society of Anaesthesiology status II|
colony forming unit/granulocyte macrophage|colony-forming unit/granulocyte-macrophage|
peroxisome proliferator-activated receptor γ-2|peroxisome proliferator-activated receptor gamma 2|
anti-β-2-glycoprotein-1 antibody|anti-β(2)-glycoprotein 1 antibody|
soluble interleukin 2 receptorα|soluble interleukin 2 receptor alpha|
steroid 5alpha reductase type 2|steroid 5-alpha-reductase type 2|
anti-T cell receptor-alpha beta monoclonal antibody|anti-T cell receptor-α/β monoclonal antibody|
calbindin D28K|calbindin D-28k|
peroxisome-proliferator-activated receptor-gamma co-activator 1 alpha|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
estrogen receptor α knock out|estrogen receptor-α knock-out|
β(2)-glycoprotein-I|β(2)glycoprotein-I|
β(2)glycoprotein I|β 2 glycoprotein 1|
anti-beta2 glycoprotein I antibody|anti-β-2 glycoprotein 1 antibody|
super-saturation|supersaturation|
interferon-inducible T-cell alpha-chemoattractant|interferon-inducible T cell α chemoattractant|
matrix assisted laser desorption ionization time of flight mass spectrometry|matrix-assisted laser desorption/ionization time-of-flight mass spectrometric|
hemoglobin Bologna-St. Orsola|haemoglobin Bologna-St. Orsola|
ER β knock out mouse|ERβ knockout mouse|
multidrug resistance 1|multi-drug-resistant 1|
peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome proliferator-activated receptor-γ coactivator 1α|
Ikappa-B kinase-beta|IkappaB kinase-β|
β-adrenergic receptor|beta adrenergic receptor|
ERβ knockout|ER-β knock out|
anti-beta-2 glycoprotein-I antibody|anti-β2 glycoprotein-I antibody|
cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarization magic-angle spinning nuclear magnetic resonance spectroscopy|
IL-13 receptor alpha 2-chain|IL13 receptor α 2-chain|
immune thrombocytopenia|immune thrombo-cytopenia|
peroxisome proliferator-activated receptor-gamma2|peroxisome proliferator-activated receptor gamma-2|
transforming growth factor beta receptor 1|transforming growth factor beta receptor I|
edge localized mode|edge-localised mode|
anti-β-2-glycoprotein-1 antibody|anti-beta2 glycoprotein-I antibody|
transforming growth factor beta-activated kinase-1|transforming-growth-factor-β-activated kinase-1|
anti-beta(2) glycoprotein I antibody|anti-β-2 glycoprotein 1 antibody|
ERβ knock out mouse|ER β knockout mouse|
American Society of Anaesthesiologists Status 2|American Society of Anesthesiology status 2|
toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-β|
American Society of Anaesthesiologists status 3|American Society of Anesthesiologists status III|
human interferon-α 2b|human interferon α 2b|
interleukine 13 receptor α2-chain|interleukine-13 receptor α2-chain|
isobutyl-methylxanthine|3-isobutyl 1-methylxanthine|
anti-β2 glycoprotein I antibody|anti-beta (2)-glycoprotein-I antibody|
Fcγ-receptor-dependent|Fc γ receptor-dependent|
anti-T cell receptor alpha beta monoclonal antibody|anti-T cell receptor-α β monoclonal antibody|
anti-beta (2)-glycoprotein I antibody|anti-β-2 glycoprotein-I antibody|
estrogen receptor beta knockout|oestrogen receptor-β knock-out|
oestrogen receptor β knock out mouse|estrogen receptor β knockout mouse|
β(2)-glycoprotein 1|β2 glycoprotein 1|
American Society of Anaesthesiology physical status 5|American Society of Anesthesiology physical status V|
recombinant human transforming growth factor-beta 1|recombinant human transforming growth factor β 1|
peroxisome proliferator-activated receptor gamma2|peroxisome proliferator activated receptor gamma-2|
American Society of Anaesthesiology Class 2|American Society of Anaesthesiology Class II|
T-cell-receptor-gamma delta-positive|T cell receptor-gamma delta-positive|
βthalassemia|betathalassemia|
β-2 glycoprotein-I|β2 glycoprotein-1|
β APP-cleaving enzyme 2|beta-site APP-cleaving enzyme 2|
IL-13 receptor α 2|IL13 receptor α 2|
interleukin 3 receptor alpha chain|interleukin 3 receptor α chain|
macrophage inflammatory protein-1 α|macrophage-inflammatory protein-1α|
interleukine-3 receptor α chain|interleukine 3 receptor α chain|
β-amyloid precursor protein cleaving enzyme 2|β amyloid precursor protein-cleaving enzyme 2|
retinoic-acid-receptor-related orphan receptor γt|retinoic acid receptor-related orphan receptor gamma t|
American Society of Anaesthesiology Class 5|American Society of Anaesthesiologists Grade 5|
extracellular signal regulated kinase 2|extracellular signal-regulated kinase 2|
estrogen receptor β knock-out|estrogen receptor-β knock out|
prostaglandin G/H synthase-I|prostaglandin G/H synthase I|
GTP-binding protein βγ-subunit|GTP-binding protein βγ subunit|
recombinant interleukine-1β|recombinant interleukine-1-β|
sulforaphane-induced|sulphoraphane-induced|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
anti-human T cell lymphotropic virus type I antibody|anti-human T-cell lymphotrophic virus type 1 antibody|
dipeptidyl-amino-peptidase IV|dipeptidyl amino-peptidase IV|
A disintegrin and metalloproteinase 12|a disintegrin and metalloprotease-12|
adrenocorticotropin|plasma adrenocorticotrophin|
gamma-amino-butyric acid type A|gamma-aminobutyric acid type-A|
beta site amyloid precursor protein cleaving enzyme-1|β amyloid precursor protein-cleaving enzyme-1|
anti-T cell receptor-alpha beta monoclonal antibody|anti-T cell receptor-alpha/beta monoclonal antibody|
cross polarization magic angle spinning nuclear magnetic resonance|cross-polarisation/magic angle spinning nuclear magnetic resonance|
interleukin-1-α|interleukin 1α|
T cell receptor-gammadelta-positive|T-cell receptor gammadelta-positive|
American Society of Anaesthesiology class V|American Society of Anaesthesiologists class V|
β(2) glycoprotein-I|β2 glycoprotein-I|
American Society of Anaesthesiology Class 3|American Society of Anaesthesiologists Class 3|
β(2)glycoprotein I|β(2)glycoprotein-I|
enzyme linked immuno-sorbant assay|enzyme-linked immunosorbant assay|
tumour necrosis factor-α production|tumor-necrosis-factor-α production|
receptor protein tyrosine phosphatase mu|receptor-like protein-tyrosine phosphatase-mu|
anti-granulocyte macrophage colony-stimulating factor auto-antibody|anti-granulocyte macrophage-colony stimulating factor auto-antibody|
β 2 glycoprotein-I|β(2)glycoprotein I|
interleukin 7 receptor α-chain|interleukine-7 receptor α-chain|
Smad-interacting protein 1|Smad interacting protein-1|
inhibitory κB protein|inhibitory κ-B protein|
beta-site amyloid precursor protein-cleaving enzyme-2|beta site amyloid precursor protein-cleaving enzyme 2|
β-2-adrenergic receptor|β2 adrenergic receptor|
toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
peroxisome proliferator-activated receptor-gamma co-activator 1alpha|peroxisome-proliferator-activated receptor-γ co-activator 1α|
phosphorylated tau protein|phosphorylated τ-protein|
Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Toll/interleukin-1 receptor domain-containing adapter-inducing interferon beta|
huntingtin-associated protein 1|huntingtin-associated protein-1|
anti-β2 glycoprotein-1 antibody|anti-beta 2-glycoprotein I antibody|
Gc protein-derived macrophage-activating factor|Gc protein-derived macrophage activating factor|
fluorine-18-labeled fluoro-deoxyglucose|fluorine 18-labeled fluorodeoxyglucose|
receptor protein tyrosine phosphatase beta|receptor-type protein tyrosine phosphatase beta|
serum- and glucocorticoid-inducible kinase-1|serum- and glucocorticoid-inducible kinase 1|
recombinant murine interferon-γ|recombinant murine gamma interferon|
retinoic acid receptor-related orphan receptor gamma-T|retinoic acid receptor-related orphan receptor gamma t|
insulin-like growth factor II messenger RNA binding protein 1|insulin-like growth factor-II mRNA-binding protein-1|
crosspolarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic-angle-spinning nuclear magnetic resonance spectroscopy|
bio-desulfurization|bio-desulphurisation|
β(2)-glycoprotein 1|β2 glycoprotein 1|
interleukine 13 receptor α2 chain|interleukin 13 receptor α 2 chain|
matrix assisted laser desorption/ionization mass spectrometry|matrix assisted laser desorption/ionisation mass spectrometry|
platelet derived growth factor-β receptor|platelet derived growth factor beta receptor|
cross-polarisation magic angle spinning|cross-polarization magic angle spinning|
American Society of Anesthesiology Class 2|American Society of Anesthesiologists status 2|
colony-forming unit granulocyte/macrophage|colony forming units granulocyte-macrophage|
interleukin-7 receptor α subunit|interleukine-7 receptor α|
Fcgamma receptor III|Fcγ receptor III|
computed tomographic scanning|computerised tomographic scanning|
interleukin-13 receptor α2-chain|interleukin 13 receptor α 2 chain|
steroid sulfatase|steroid sulfatase gene|
Self-expanding metallic stents|self-expandable metallic stents|
anti-beta-2-glycoprotein 1 antibody|anti-β-2-glycoprotein 1 antibody|
transforming growth factor-beta1|transforming growth factor beta(1)|
interleukin 2 receptor alpha chain|interleukine-2 receptor α-chain|
crosspolarisation/magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic-angle spinning nuclear magnetic resonance spectroscopy|
Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
inhibitor κ B-beta|inhibitor-κB beta|
anti-T cell receptor alpha/beta antibody|anti-T cell receptor-alphabeta antibody|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor-gamma coactivator-1alpha|
anti-interleukin 6 receptor monoclonal antibody|anti-IL 6 receptor monoclonal antibody|
recombinant human transforming growth factor-β3|recombinant human transforming growth factor-beta3|
peroxisome-proliferator-activated receptor-γ coactivator-1α|peroxisome proliferator-activated receptor γ coactivator 1α|
recombinant human transforming growth factor-β2|recombinant human transforming growth factor beta2|
matrix-assisted laser desorption-ionization mass spectrometry|matrix assisted laser desorption-ionisation mass spectrometry|
anti-β 2 glycoprotein-I antibody|anti-β(2)-glycoprotein-I antibody|
anti-beta (2)-glycoprotein-I antibody|anti-β-2-glycoprotein 1 antibody|
anti-beta2 glycoprotein-1 antibody|anti-β(2)-glycoprotein 1 antibody|
sex determining region Y box 8|sex-determining region Y, box 8|
multiplex-fluorescence in-situ hybridization|multi-colour fluorescence in-situ hybridisation|
estrogen receptor α knockout|estrogen receptor alpha knockout|
American Society of Anesthesiology grade III|American Society of Anaesthesiologists grade III|
fluorescence-activated cell sorting|fluorescence activated cell scanning|
alpha-1,3 galactosyltransferase|alpha-glucosyl transferase|
anti-β2 glycoprotein I antibody|anti-beta(2)-glycoprotein 1 antibody|
interleukin 2 receptor alpha chain|interleukine 2 receptor α chain|
β-APP cleaving enzyme 2|beta-APP-cleaving enzyme-2|
inhibitor-κ-B-α|inhibitor κ-B α|
inhibitor κB|inhibitor κ B|
American Society of Anaesthesiologists Grade II|American Society of Anaesthesiology class II|
anti-beta(2) glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
beta 2-adrenoceptor|beta-2-adrenoceptor|
β-2 glycoprotein 1|β 2 glycoprotein I|
25-hydroxy-vitamin D3|25-hydroxyvitamin D(3)|
anti-beta(2) glycoprotein I antibody|anti-beta 2-glycoprotein I antibody|
ωconotoxin|Ω conotoxin|
cannabinoid receptor gene|cannabinoid 1 receptor|
estrogen receptor beta knockout mouse|oestrogen receptor β knock-out mouse|
recombinant human transforming growth factor-β 1|recombinant human transforming growth factor beta 1|
receptor protein-tyrosine phosphatase β|receptor protein tyrosine phosphatase β|
