LF1|LF2|Synonym
gastrostomy|gastrectomy|
mitogen-activated protein kinase 14|mitogen-activated protein kinase kinase kinase 4|
neural precursor cell expressed developmentally down-regulated 2|neural-precursor-cell-expressed developmentally down-regulated 4|
prostaglandin f2|prostaglandin J(2)|
ischaemic cardiopathy|nonischæmic cardiomyopathy|
cytotoxic T lymphocyte antigen 2 β|cytotoxic T lymphocyte antigen 3|
American Society of Anesthesiologists class V|American Society of Anesthesiologists grade II|
American Society of Anesthesiologists status 2|American Society of Anaesthesiologists Grade IV|
β-site amyloid precursor protein cleaving enzyme-1|beta-site amyloid precursor protein cleaving enzyme-2|
TBP-associated factor 8|TBP associated factor 2|
American Society of Anesthesiologists status V|American Society of Anesthesiologists class|
microtubule associated protein-2d|microtubule associated protein-tau|
evoked cortical potentials|visual-evoked cortical potential|
interleukin-13 receptor α1-chain|interleukin-3 receptor-α|
surface-assisted laser desorption ionization|matrix-assisted laser desorption/ionisation|
transcription initiation factor IA|transcription initiation site|
5-bromouridine 5'-triphosphate|uridine 5'-diphosphate|
monocyte derived macrophage|blood derived macrophage|
interleukin 3 receptor α subunit|interleukin 4 receptor α subunit|
recombinant interleukin 2|recombinant interleukin 3|
IL-4Ralpha chain|IL3R alpha chain|
1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine|N-methyl-4-phenyl-1,2,3,6-tetrahydropyridine|
corticotropin-releasing hormone receptor 1|corticotropin-releasing factor type 2 receptor|
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome proliferator-activated receptor gamma co-activator 1alpha|
2-difluoromethylornithine|alpha-difluoromethylornithine|
computed axial tomographic scanning|computed tomographic scans|
extra-vascular lung water|extravascular lung water index|
retinal degeneration B|retinal degeneration slow gene|
metastatic renal cell cancer|metastatic breast cancer|
lipoprotein X|lipoprotein a|
sodium-calcium exchanger|sodium/calcium exchange|
interleukin-13 receptor alpha 1|interleukin 3 receptor alpha|
A disintegrin and metalloprotease-28|a disintegrin and metalloprotease-19|
intravaginal|transvaginal|
IL-13 receptor alpha1|IL3 receptor alpha|
5HT4 receptor|GH receptor|
kinase inhibitory protein 1|p57 kinase inhibitory protein 2|
hydrogen cyanide|hydrogen isocyanide|
ischæmic preconditioning|ischaemic pre-conditioning|
phenylenediamine|paraphenylenediamine|
palmitoyl-protein thioesterase 2|palmitoyl protein thioesterase-2|
random amplified polymorphic DNA pattern|randomly amplified polymorphic DNA method|
latent transforming growth factor-beta binding protein|latent transforming growth factor β-binding protein 1|
neural precursor cell expressed developmentally down-regulated 4|neural-precursor cell-expressed developmentally downregulated 5|
receptor protein tyrosine phosphatase-κ|receptor-like protein-tyrosine phosphatase-eta|
G protein alpha i3 subunit|G protein alpha2 inhibitory subunit|
anti-IL 12 antibody|antiIL-1 antibody|
acid-sensing ion channel|acid-sensing ion channel-1b|
American Society of Anaesthesiology physical status 1|American Society of Anesthesiology status 5|
recombinant human interferon α-2a|recombinant human interferon α 2b|
cluster of differentiation 154|cluster of differentiation 3 complex|
aldehyde dehydrogenase 1A2|aldehyde dehydrogenase 7A1|
zygote intrafallopian transfer|zygote intra-Fallopian transfer|
American Society of Anaesthesiology Grade I|American Society of Anesthesiologists grade 4|
interleukin 2 receptor alpha chain|interleukine-2 receptor γ chain|
particle induced X-ray emission analysis|particle-induced X-ray emission|
peroxisome proliferator activated receptor γ2|peroxisome proliferator-activated receptor γ|
mean pulmonary arterial pressure|mean pulmonary artery pressure|
human-leukocyte-associated antigen|human leucocyte-associated antigen|
G protein-coupled receptor kinase 2|G protein-coupled receptor kinase-2-mediated|
aspartame|aspartase|
cross-polarisation/magic angle spinning|cross-polarisation/magic-angle spinning|
Walter and Eliza Hall Institute 164|Walter and Eliza Hall Institute 3B|
human adenovirus 51|human adenovirus type 12|
American Society of Anesthesiology class II|American Society of Anesthesiologists grade I|
vascular endothelial growth factor165|vascular endothelial growth inhibitor|
surface enhanced laser desorption/ionisation time-of-flight mass spectrometry|surface enhanced laser desorption ionisation time of flight mass spectrometry|
American Society of Anaesthesiologists physical status I|American Society of Anaesthesiology status V|
recombinant human interferon γ|recombinant human interferon α-2b|
recombinant human G-CSF|recombinant human IL-3|
TATA-binding protein-associated factor-15|TATA-binding protein associated factor-5|
lysyl-prolyl-asparaginyl-phenylalanyl-isoleucyl-arginyl-phenylalaninamide|seryl-aspartyl-asparaginyl-phenylalanyl-methionyl-arginyl-phenylalaninamide|
American Society of Anaesthesiologists Class I|American Society of Anaesthesiology Class 4|
type 1 inositol trisphosphate receptor|inositol 1,4,5-trisphosphate receptor|
peroxisome-proliferator-activated receptor γ coactivator 1 α|peroxisome proliferator activated receptor gamma 1|
E2F transcription factor 1|T box transcription factor 21|
high mobility group protein|high mobility group 1|
American Society of Anaesthesiologists class|American Society of Anesthesiology class I|
gadolinium-benzyloxypropionic tetraacetate|gadolinium-benzyloxypropionyl tetraacetate|
spinocerebellar ataxia type 12|spino-cerebellar ataxia|
bioelectrical impedance|bioelectrical impedance analysis|
American Society of Anesthesiologists grade 3|American Society of Anesthesiologists class 4|
wave amplitude|fast wave amplitude|
interleukin-18 receptor-alpha|interleukin 15 receptor|
lower inflection point|upper inflection point|
cluster of differentiation 8|cluster of differentiation antigen 83|
corticotropin-releasing factor receptor-1|corticotropin releasing factor type-2 receptor|
crosspolarization/magic angle spinning nuclear magnetic resonance spectroscopy|high resolution magic angle spinning nuclear magnetic resonance spectroscopy|
stromal derived factor-1-alpha|stromal derived factor 1 α|
peroxisome proliferator activated receptor γ coactivator 1|peroxisome-proliferator-activated receptor-γ coactivator 1 α|
phagocyte nicotinamide adenine dinucleotide phosphate oxidase|nicotinamide adeninedinucleotide phosphate|
TBP-associated factor 12|TBP-associated factor-2|
receptor-like protein tyrosine phosphatase ζ|receptor protein-tyrosine phosphatase-μ|
vesicle associated membrane protein|vesicle associated membrane protein 4|
peroxisome proliferator-activated receptor-α agonist|peroxisome proliferator-activated receptor γ co-activator-1α|
Self-expanding metallic stents|Self-expanding metal stents|
human corticotrophin-releasing hormone|Thyrotropin-releasing hormone|
x-ray computed tomography|computed tomography|
estrogen receptor α|estrogen related receptor α|
American Society of Anaesthesiologists Class V|American Society of Anaesthesiologists grade II|
virologic failure|virological failure|
atrial natriuretic peptide|alpha-human atrial natriuretic peptide|
IL7 receptor α chain|IL-3 receptor α chain|
platelet-derived growth factor A chain|platelet-derived growth factor A|
protein kinase D2|protein kinase C-ζ|
phosphorylated Akt|phosphorylated tau|
cranial nerve 8|cranial nerves 2-12|
a disintegrin and metalloproteinase 33|A disintegrin and metalloprotease-6|
American Society of Anaesthesiology physical status II|American Society of Anaesthesiologists Status 3|
human T lymphotropic virus 2|human t-cell lymphotrophic virus 1|
leucocyte migration technique|leucocyte migration test|
bilateral breast carcinoma|female breast carcinoma|
microtubule-associated protein-1 light chain 3-II|microtubule associated protein-1 light-chain 3|
American Society of Anesthesiologists Status 2|American Society of Anaesthesiologists grade III|
interleukine-3 receptor α chain|interleukin 12 receptor β 2 chain|
interleukine-3 receptor-α|interleukin-3 receptor α-chain|
DNA ligase I|DNA ligase|
posterior interosseous artery|posterior intercostal artery|
mitral valve disease|mitral disease|
prostate specific antigen level|free prostate specific antigen|
human luteinising hormone|human luteinizing hormone|
cluster of differentiation antigen 53|cluster of differentiation|
typical specific language impairment|specific language impairment|
A disintegrin and metalloprotease 23|a disintegrin and metalloproteinase-21|
hemoglobin Z|hemoglobin I|
proteasome subunit α type-6|proteasome subunit β type-8|
microtubule-associated protein-1B|microtubule-associated protein-2C|
microtubule associated protein tau like|microtubule associated protein light-chain 3|
Src homology 2 domain-containing protein tyrosine phosphatase 2|Src homology 2-containing protein-tyrosine phosphatase 2|
phosphorylated MEK|phosphorylated HPr|
American Society of Anesthesiology class II|American Society of Anaesthesiologists grade IV|
kruppel-like factor 4|kruppel-like factor 13|
severe combined immunodeficiency disease|severe combined immunologic deficiency|
interleukine-3 receptor alpha-subunit|interleukine-18 receptor-alpha|
anti-interleukin 4 antibody|anti-interleukin 10 antibody|
Bos taurus autosome 9|Bos taurus autosome 6|
corticotropin-releasing hormone receptor 2|corticotropin-releasing-hormone|
human adenovirus type 5|human adenovirus serotype 44|
deoxycytidine triphosphate|deoxyuridine diphosphate|
dual energy x-ray absorptiometry|dual energy X-ray absorptiometer|
L-dopa induced dyskinesia|levodopa-induced dyskinesia|
luteinising-hormone-releasing-hormone|luteinizing hormone–releasing hormone|
thiamin binding protein|kainate binding protein|
surface-assisted laser desorption/ionization mass spectrometry|surface-enhanced laser desorption/ionisation time-of-flight mass spectrometry|
conserved sequence block|conserved sequence block F|
dementia of the Alzheimer's type|senile dementia of the alzheimer type|
UDP-glucuronosyl-transferase 1A1|UDP-glucuronosyltransferase family 1|
activated NK|Ca-activated K|
ubiquitin-conjugating enzyme 2C|ubiquitin-conjugating enzymes|
G-protein α subunit|G protein β subunit|
experimental autoimmune encephalitis|experimental auto-immune myocarditis|
leucocyte immunoglobulin-like receptor 1|leukocyte immunoglobulin-like receptor-1|
succinylated human serum albumin|methylated human serum albumin|
A disintegrin and metalloprotease-19|a disintegrin and metalloprotease-11|
radio-immunoprecipitation|immunoprecipitation|
American Society of Anaesthesiology class|American Society of Anesthesiologists Class 1|
dephosphocoenzyme A|dephospho-coenzyme A|
tumor necrosis factor receptor-associated factor 2|tumor necrosis factor receptor associated factor-5|
trans-jugular intra-hepatic porto-systemic shunt|transjugular intra-hepatic porto-systemic shunting|
gelatin capsule|soft gelatin capsule|
TNM pathologic stage N2|TNM pathologic stage N3|
collagen type VI|collagen type I α I|
pregnancy associated plasma protein A|pregnancy-associated plasma protein-B|
xeroderma pigmentosum|xeroderma pigmentosum variant|
eicosatetraenoic acid|12-hydroxyeicosatetraenoic acid|
neural-precursor cell-expressed, developmentally downregulated 2|neural precursor cell expressed developmentally downregulated 5|
β APP-cleaving enzyme|β-APP-cleaving enzyme|
alpha-methylacyl-coenzyme-A racemase|α-methyl-acyl-coenzyme-A racemase|
relative risk ratio|relative risk reduction|
insulin-like growth factor-II mRNA binding protein|insulin-like growth factor II messenger RNA binding protein 1|
ventral hippocampal commissure|hippocampal commissure|
ventricular arrhythmia|complex ventricular arrhythmia|
frontal lobe degeneration|frontotemporal lobar degeneration|
ras-related GTP-binding protein 13|ras-related GTP-binding protein 22|
systolic blood pressure|diastolic blood pressure|
peroxisome proliferator-activated receptor gamma|peroxisome proliferator-activated receptor gamma coactivator-1 alpha|
Csk binding protein|LPS binding protein|
American Society of Anesthesiology status 2|American Society of Anaesthesiologists grade III|
American Society of Anesthesiology grade IV|American Society of Anaesthesiologists Grade 3|
American Society of Anaesthesiologists Grade 1|American Society of Anesthesiologists Status 4|
A disintegrin and metalloprotease-29|A disintegrin and metalloprotease-28|
granulocyte-macrophage-colony-stimulating factor receptor α chain|granulocyte-macrophage-colony-stimulating factor receptor α subunit|
