LF1|LF2|Synonym
toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
peroxisome proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ co-activator 1 α|
interleukin-6 receptor alpha subunit|interleukin-6 receptor alpha chain|
anti-T cell receptor α/β antibody|anti-T cell receptor alphabeta antibody|
anti-toll-like receptor 3 monoclonal antibody|anti-toll like receptor-3 monoclonal antibody|
American Society of Anaesthesiology Grade 4|American Society of Anesthesiologists Status 4|
inhibitor-κ B beta|inhibitor-κB β|
thalamocortical relay cell|thalamo-cortical relay cell|
ER β knock out mouse|ER β knockout mouse|
anti-β(2) glycoprotein-I antibody|anti-beta(2)-glycoprotein 1 antibody|
oro-facio-digital syndrome type I|oro-facio-digital syndrome type 1|
American Society of Anaesthesiologists grade 2|American Society of Anesthesiologists Class 2|
receptor protein tyrosine phosphatase-β|receptor-type protein-tyrosine phosphatase-β|
cross polarization/magic-angle spinning nuclear magnetic resonance spectroscopy|crosspolarisation magic angle spinning nuclear magnetic resonance spectroscopy|
interleukine 11 receptor α|interleukine-11 receptor α-chain|
T-cell-receptor-γδ-positive|T cell receptor-γ δ-positive|
beta 2 microglobulin|β (2) microglobulin|
beta-adrenergic receptor mRNA binding protein|β-adrenergic receptor mRNA-binding protein|
interleukin 4 receptor α subunit|interleukin 4 receptor-α subunit|
photo-dynamic therapy|photodynamic therapy|
2'-deoxyuridine|deoxy-uridine|
anti-human T cell lymphotrophic virus type 1 antibody|anti-human T cell lymphotropic virus-I antibody|
anti-beta2 glycoprotein I antibody|anti-β (2)-glycoprotein-I antibody|
inhibitor-κ B α|inhibitor-κ B-α|
American Society of Anaesthesiologists class 1|American Society of Anesthesiologists Class 1|
anti-β2 glycoprotein-1 antibody|anti-beta-2-glycoprotein-1 antibody|
adenoassociated virus|adeno-associated virus type 2|
cross-polarisation magic-angle-spinning nuclear magnetic resonance|cross-polarization/magic angle spinning nuclear magnetic resonance|
plasmin inhibitor plasmin complex|alpha 2-plasmin inhibitor/plasmin complex|
anti-beta(2)-glycoprotein 1 antibody|anti-beta2 glycoprotein I antibody|
x-ray absorption near-edge structure spectroscopy|X-ray absorption near edge spectroscopy|
estrogen receptor β knockout|estrogen receptor β knock-out|
chromosome in situ hybridisation|chromosomal in situ hybridisation|
anti-β(2)-glycoprotein I antibody|anti-beta(2)-glycoprotein I antibody|
CCAAT-enhancer-binding-protein β|CCAAT-enhancer binding protein β|
anti-beta2-glycoprotein I antibody|anti-β 2 glycoprotein I antibody|
inhibitor-κ B α|inhibitor-κ B alpha|
anti-human T-cell lymphotrophic virus type I antibody|anti-human T-cell lymphotropic virus I antibody|
near-infra-red fluorescent imaging|near infra-red fluorescent imaging|
anti-toll like receptor 3 antibody|anti-toll-like receptor-3 antibody|
surface-enhanced laser desorption ionization time-of-flight mass spectrometry|surface enhanced laser desorption ionisation time-of-flight mass spectrometry|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|
IL-4 receptor α chain|IL-4 receptor alpha-chain|
anti-human T-cell lymphotrophic virus type-I antibody|anti-human T cell lymphotrophic virus type-I antibody|
gonadotrophin releasing hormone analogue|gonadotropin-releasing hormone agonist|
inositol-requiring enzyme 1alpha|inositol-requiring enzyme 1α|
peptidyl-glycine alpha-amidating mono-oxygenase|peptidyl-glycine-α-amidating mono-oxygenase|
intensity-modulated radiotherapy|intensity modulated radiation therapy|
IL5 receptor α chain|IL5 receptor alpha chain|
anti-β-2 glycoprotein I antibody|anti-β2 glycoprotein 1 antibody|
anti-β-2-glycoprotein-1 antibody|anti-beta(2)-glycoprotein-I antibody|
anti-beta(2)-glycoprotein-I antibody|anti-beta(2) glycoprotein-I antibody|
β-2 glycoprotein I|β(2)glycoprotein-I|
antiIL-4 receptor alpha antibody|anti-IL 4 receptor alpha antibody|
sulfobutyl ether β-cyclodextrin|sulfobutyl ether beta-cyclodextrin|
polo-like kinase|Polo-like kinase|
25-hydroxyvitamin D3|25-hydroxy vitamin D3|
interleukin 5 receptor α-subunit|interleukine 5 receptor α-chain|
GTP binding protein beta subunit|GTP binding protein β subunit|
oestrogen receptor-β knockout mouse|estrogen receptor β knock-out mouse|
anti-T-cell receptor alpha beta antibody|anti-T cell receptor-alpha beta antibody|
anti cardiolipin antibody|anti-cardiolipin antibody|
IL-11 receptor α chain|IL-11 receptor alpha chain|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon β|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
type-2 corticotropin releasing hormone receptor|corticotropin-releasing hormone receptor type-2|
recombinant human interferon-α2b|recombinant human interferon-α 2b|
anti-beta2 glycoprotein-1 antibody|anti-β-2 glycoprotein I antibody|
university affiliated Veterans' Affairs medical center|university-affiliated Veterans Affairs medical center|
transforming growth factor β receptor 1|transforming growth factor beta receptor I|
interleukin-3 receptor α chain|interleukine 3 receptor α-chain|
IL-13 receptor α 2-chain|IL13 receptor α 2|
attenuated total reflectance Fourier-transform infrared spectroscopy|attenuated total reflectance-Fourier transform infra red spectroscopy|
inhibitor-κ B α|inhibitor κB α|
stromal-derived factor 1 alpha|stromal-derived factor 1-α|
anti-β(2)-glycoprotein I antibody|anti-β-2 glycoprotein-I antibody|
peroxisome proliferator-activated receptor γ co-activator-1α|peroxisome-proliferator-activated receptor gamma coactivator-1 alpha|
American Society of Anaesthesiologists Grade IV|American Society of Anesthesiologists Grade 4|
American Society of Anesthesiologists Status IV|American Society of Anaesthesiologists grade 4|
Brahma-related gene 1-associated factor|Brahma related gene 1-associated factor|
transforming growth factor-β signaling pathway|transforming growth factor β signalling pathway|
insulin-like growth factor-I protein|insulin-like growth factor I protein|
Fourier-transform infrared|Fourier transform infra-red|
β APP cleaving enzyme 2|beta site APP cleaving enzyme 2|
interleukin-13 receptor α 2-chain|interleukine-13 receptor α2 chain|
American Society of Anaesthesiology grade III|American Society of Anesthesiologists Status III|
β2 glycoprotein I|β2-glycoprotein-I|
angiotensin-converting enzyme|angiotensin I converting enzyme|
three color fluorescence in-situ hybridisation|three colour fluorescence in situ hybridization|
TATA-binding protein-associated factor-1|TATA-binding protein-associated factor 1|
interleukin-2 receptor α|interleukin 2 receptor alpha|
cross-polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
thymidine kinase-negative|thymidine kinase-positive|
anti-beta (2)-glycoprotein-I antibody|anti-β-2 glycoprotein-I antibody|
anti-β-2 glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
antinutritional factor|antineuritic factor|
American Society of Anesthesiologists class 5|American Society of Anesthesiologists status 5|
anti-beta2 glycoprotein-1 antibody|anti-beta (2)-glycoprotein I antibody|
anti-beta(2) glycoprotein-I antibody|anti-β2 glycoprotein 1 antibody|
anti-beta-2-glycoprotein 1 antibody|anti-β-2-glycoprotein 1 antibody|
pre-interleukin-1 beta|pre-interleukin 1 beta|
cross polarisation magic-angle-spinning nuclear magnetic resonance spectroscopy|crosspolarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|
T-cell receptor-γδ-positive|T-cell receptor γ δ-positive|
peroxisome-proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ co-activator 1α|
glycosylphosphatidyl inositol-linked|glycophosphatidyl-inositol linked|
stromal-derived factor-1-alpha|stromal-derived factor 1-alpha|
β 2 glycoprotein 1|β-2-glycoprotein I|
β-site amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme-1|
extracellular-signal regulated kinase 1|extracellular signal-regulated kinase 1|
transforming growth factor-beta1|transforming growth factor beta 1|
3.2-kilobase|2-kilobase|
Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
crosspolarization magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
human interferon-α 2b|human interferon-α-2b|
globohexaosylceramide-keyhole limpet hemocyanin QS-21 vaccine|globo H-keyhole limpet hemocyanin QS-21 vaccine|
Hb S/β-thalassaemia|Hb-S/β thalassaemia|
chronic active Epstein-Barr virus|chronic active Epstein-Barr virus infection|
anti-β 2-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
GTP binding protein β-γ subunit|GTP-binding protein β-γ subunit|
cross polarisation magic angle spinning nuclear magnetic resonance|cross-polarization/magic-angle spinning nuclear magnetic resonance|
fluorine 18-labelled fluoro-deoxyglucose|fluorine-18-labelled fluoro-deoxyglucose|
corticotrophin-releasing-hormone receptor-2|type-2 corticotrophin-releasing hormone receptor|
ADP-glucose pyrophosphatase|ADPglucose pyrophosphatase|
formin homology 2 domain containing 1|formin homology domain-containing protein 1|
peroxisome proliferator activated receptor γ1|peroxisome proliferator-activated receptor-γ1|
N-terminal pro-brain type natriuretic peptide|N-terminal pro brain-type natriuretic peptide|
phospholipase C-δ1|phospholipase C-δ(1)|
transforming growth factor β1|transforming growth factor-beta-1|
sequence-related amplified polymorphism|sequence related amplified polymorphism|
A disintegrin and metalloproteinase-28|A disintegrin and metalloprotease-28|
anti-T-cell receptor-alpha/beta monoclonal antibody|anti-T cell receptor-α/β monoclonal antibody|
Na(+)/H(+) exchanger-3|Na(+)/H(+) exchanger 3|
transforming growth factor beta receptor type 1|transforming growth factor-beta receptor 1|
β site amyloid precursor protein cleaving enzyme 2|beta-site amyloid precursor protein-cleaving enzyme 2|
anti-β(2)-glycoprotein-I antibody|anti-beta 2-glycoprotein I antibody|
β site amyloid precursor protein-cleaving enzyme 1|β-amyloid precursor protein cleaving enzyme 1|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
accelero-myography|acceleromyography|
reaction centre-light harvesting 1|reaction center-light harvesting complex 1|
IL-13 receptor alpha2 chain|IL-13 receptor alpha 2-chain|
Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
insulin-like growth factor-1 receptor|insulinlike growth factor 1 receptor|
American Society of Anaesthesiologists Grade I|American Society of Anaesthesiologists Class 1|
anti-beta-2-glycoprotein-1 antibody|anti-beta-2 glycoprotein-I antibody|
corticotropin-releasing-hormone receptor type-2|corticotrophin releasing hormone receptor type 2|
self-expandable metallic stents|self-expanding metal stent|
ERα knock-out mouse|ERα knockout mouse|
interleukin-1-α|interleukin-1 α|
American Society of Anesthesiology grade 3|American Society of Anesthesiologists grade III|
G-protein αq subunit|G protein αq subunit|
anti-beta-2-glycoprotein I antibody|anti-β-2 glycoprotein-I antibody|
cytotoxic T-lymphocyte antigen-2β|cytotoxic T-lymphocyte antigen 2 β|
hypoxia inducible transcription factor-1 α|hypoxia inducible transcription factor 1 α|
collagen type 1α1|collagen type IαI|
β 2 glycoprotein 1|beta2 glycoprotein 1|
T-cell receptor γ-δ cell|T cell receptor γ δ cell|
phospholipase C-δ 1|phospholipase C δ(1)|
interleukin-13 receptor α 2 chain|interleukine-13 receptor-α 2 subunit|
anti-human T cell lymphotropic virus type 1 antibody|anti-human T-cell lymphotropic virus 1 antibody|
anti-beta 2 glycoprotein I antibody|anti-β(2) glycoprotein-I antibody|
preBötzinger complex|pre-Bötzinger complex|
anti-β-2 glycoprotein-1 antibody|anti-β2-glycoprotein 1 antibody|
fluorine 18-labeled fluoro-deoxy-glucose|fluorine-18 labeled fluorodeoxyglucose|
light harvesting chlorophyll a/b binding protein II|light-harvesting chlorophyll a/b-binding protein-II|
parallel artificial membrane permeability assay|parallel artificial membrane permeation assay|
buccal epithelial cell|epithelial cell|
inhibin α|inhibin A|
receptor protein-tyrosine phosphatase-δ|receptor-like protein tyrosine phosphatase-δ|
peroxisome-proliferator-activated receptor-γ coactivator 1 α|peroxisome proliferator-activated receptor gamma co-activator-1alpha|
attenuated total reflectance Fourier-transform infrared spectroscopy|attenuated total-reflection Fourier transform infrared spectroscopy|
anti-β-2-glycoprotein 1 antibody|anti-β-2 glycoprotein I antibody|
T-cell-receptor Vα|T cell receptor Vα|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
technetium-99m-galactosyl-neoglycoalbumin|technetium-99m galactosyl-neoglycoalbumin|
sulphobutyl ether-β-cyclodextrin|sulfobutyl ether-beta-cyclodextrin|
G protein alpha inhibitory subunit|G-protein α inhibitory subunit|
interleukine-15 receptor alpha subunit|interleukin-15 receptor α subunit|
anti-beta2-glycoprotein I antibody|anti-β-2-glycoprotein I antibody|
renovascular resistance|renal vascular resistance|
β 2-glycoprotein-I|β-2 glycoprotein I|
anti-β(2) glycoprotein-I antibody|anti-β-2-glycoprotein 1 antibody|
β(2)glycoprotein I|β2-glycoprotein-I|
high resolution magic-angle-spinning nuclear magnetic resonance|high resolution magic angle spinning nuclear magnetic resonance|
