LF1|LF2|Synonym
peroxisome targeting signal type 2|peroxisome targeting signal-1|N
receptor protein tyrosine phosphatase beta|receptor protein-tyrosine phosphatase ψ|N
interleukin-6 receptor α chain|interleukin-13 receptor α1|N
insulin-like growth factor 1 deficient|insulin-like growth factor-1 protein|N
day care center|acute care center|N
Eyelid myoclonia with absences|eyelid myoclonia with absences|Y
protease activated receptor-2|proteinase-activated receptor 2|Y
anti-interleukin 4 antibody|antiinterleukin 4 receptor antibody|N
ethoxyresorufin-O-dealkylase|ethoxyresorufin-O-deethylase|N
chicken luteinising hormone-releasing hormone-I|luteinizing hormone-releasing hormone|N
ethoxyresorufin O-deethylase|methoxy-resorufin-O-dealkylase|N
hepatic veno occlusive disease|venous occlusive disease|N
human adenovirus 49|human adenovirus 51|N
5-hydroxytryptamine1B|5-hydroxytryptamine4|N
src homology 2 domain containing protein tyrosine phosphatase substrate-1|src homology-2 domain-containing protein tyrosine phosphatase|
corticotropin-releasing hormone receptor type 2|corticotrophin releasing hormone receptor-2|
O-polysaccharide|C polysaccharide|N
human nasal epithelial cell|human foreskin epithelial cell|N
pre-hematopoietic stem cell transplantation|hemopoietic stem cell transplantation|N
SRY-box containing gene 9a1|sry-box-containing gene 9|N
transabdominal ultrasonography|trans-vaginal ultrasonography|N
clear cell carcinoma|clear cell sarcoma|N
anti-idiotype monoclonal antibody|antiIL-15 monoclonal antibody|N
interferon γ|interferon α 2a|N
acute aseptic meningitis|acute aseptic meningitis syndrome|Y
pregnancy-specific glycoprotein 2|pregnancy-specific glycoprotein-4|N
exercise electrocardiography|exercise echocardiography|N
American Society of Anaesthesiologists Class 2|American Society of Anaesthesiologists class 3|N
testicular-feminized male|testicular-feminised mouse|N
retinoic acid receptor-related orphan receptor γ-t|retinoic-acid-receptor-related orphan receptor gamma-t|N
hemoglobin Sealy|hemoglobin Setif|N
a disintegrin and metalloprotease 22|A disintegrin and metalloprotease-5|N
A disintegrin and metalloproteinase-21|A disintegrin and metalloproteinase-6|N
aortic valve stenosis|aortic valve prosthesis|N
serum insulinlike growth factor 1 level|plasma insulin-like growth factor I level|N
human leucocyte associated antigen|human leucocyte antigen|Y
American Society of Anaesthesiologists Class I|American Society of Anesthesiologists Grade 3|N
interleukin-13 receptor α1-chain|interleukine 7 receptor α-chain|N
galactorrhea amenorrhea hyperprolactinæmia syndrome|galactorrhea-amenorrhœa hyperprolactinemia syndrome|Y
formylmethionyl-leucyl-phenylalanine receptor|formylmethionylleucylphenylalanine|Y
isoprenylcysteine carboxylmethyltransferase|prenylated protein carboxyl methyltransferase|N
a disintegrin and metalloprotease-10|A disintegrin and metalloprotease 7|N
Staphylococcus aureus Cowan strain|Staphylococcus aureus Cowan strain 1|N
soluble interleukin-2 receptor α|soluble interleukine-6 receptor-alpha|N
endoplasmic reticulum targeted|endoplasmic reticulum localised|N
G protein coupled oestrogen receptor 1|G-protein coupled oestrogen receptor|N
American Society of Anesthesiology class|American Society of Anaesthesiology status IV|N
simian adenovirus type 7|human adenovirus type 8|N
interleukine-6 receptor α-chain|interleukine-15 receptor-α|N
Trail-Making Test-B|Trail Making Test A|N
inductively coupled plasma quadrupole mass spectrometry|inductively coupled plasma-mass spectrometer|N
thromboelastogram|thromboelastography|N
American Society of Anaesthesiologists grade IV|American Society of Anesthesiology Grade V|N
CC chemokine ligand 2|C-C chemokine ligand 19|N
augmented correlation consistent polarised valence quadruple zeta|augmented correlation-consistent polarized valence double-zeta basis set|N
American Society of Anesthesiology status III|American Society of Anesthesiologists grade 2|N
antinuclear antibody|antiheart antibody|N
aquaporin 5|aquaporin 4|N
a disintegrin and metalloprotease 17|A disintegrin and metalloprotease 10|N
probability density function|probability distribution function|N
Mycobacterium avium subspecies avium|Mycobacterium avium subspecies silvaticum|N
interleukine-18 receptor α chain|interleukin-13 receptor α2 chain|N
human chorionic gonadotrophin β-subunit|human chorionic gonadotropin beta|Y
β-2 glycoprotein-1|β(2)-glycoprotein 1|Y
peroxisome proliferator activated receptor-γ-2|peroxisome proliferator-activated receptor β|N
every 12 hours|every 4 hours|N
neural precursor cell expressed, developmentally downregulated 2|neural precursor cell-expressed developmentally downregulated 1|N
American Society of Anesthesiologists status IV|American Society of Anaesthesiologists class|N
serum neutralising antibody|virus neutralizing antibody|N
Ah receptor|B2 receptor|N
solid-phase extraction-liquid chromatography-electrospray-tandem mass spectrometry|solid-phase extraction-high-performance liquid chromatography/tandem mass spectrometry|N
peroxisome proliferator-activated receptor-gamma co-activator-1alpha|peroxisome proliferator-activated receptor gamma coactivator 1 alpha|Y
Fc γ receptor II|Fcγ-receptor II|Y
health delivery system|chemical delivery system|N
American Society of Anaesthesiology Class 5|American Society of Anesthesiology status 3|N
multiplanar reconstruction image|multiplanar reconstruction|N
phospholipase C-γ 1|phospholipase C β(3)|N
platelet-derived growth factor A-chain|platelet-derived growth factor-B|N
domain|domain 2|N
American Orthopaedic Foot and Ankle Society Midfoot Scale|American Orthopedic Foot and Ankle Society hallux score|N
dichlorofluorescein|dichlorofluorescin|Y
virion host shutoff protein|virion host shutoff|N
human adenovirus 9|human adenovirus 40|N
interleukin 13 receptor alpha2 subunit|interleukine-15 receptor alpha subunit|N
a disintegrin and metalloproteinase 5|A disintegrin and metalloproteinase-33|N
spinocerebellar ataxia type 4|spinocerebellar ataxia type 1|N
phosphorylated AMPK|phosphorylated PKB|N
a disintegrin and metalloprotease-5|a disintegrin and metalloproteinase 11|N
5-hydroxytryptamine|5-hydroxytryptamine 4|N
anti-interleukin-17 antibody|anti-interleukin-17 monoclonal antibody|Y
interleukine 5 receptor α|interleukine-2 receptor α-chain|N
taurochenodeoxycholate-3-sulfate|taurochenodeoxycholate|N
sodium-glucose co-transporter|sodium glucose co-transporter 3|N
bromodomain containing protein-2|bromodomain containing protein 4|N
cluster of differentiation antigen 93|cluster of differentiation antigen 81|N
Behavior Assessment System for Children, 2nd edition|Behavioral Assessment System for Children-2nd edition|Y
5-Hydroxytryptamine-2|5-Hydroxytryptamine|Y
corticotropin-releasing factor receptor antagonist|corticotropin-releasing factor receptor type 1|N
cysteine-cysteine chemokine ligand 19|cysteine-cysteine chemokine ligand 7|N
leucotriene|leucotriene C4|N
random amplified polymorphic DNA|random-amplified polymorphic DNA profile|N
ventral intermediate|ventralis intermedius|Y
human adenovirus F|human adenovirus type D|N
major histocompatibility complex class II antigen|major histo-compatibility complex class II molecule|N
non-aqueous reversed-phase high-performance liquid chromatography|non-aqueous reversed phase liquid chromatography|N
alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionic acid|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate|Y
multidrug resistance protein 1|lung resistance protein|N
American Society of Anaesthesiologists class|American Society of Anesthesiology Class V|N
stromal-derived factor-1alpha|stromal derived factor 1α|Y
Saint Francis Medical Center|Saint Barnabas Medical Center|N
Arizona State University|Florida State University|N
a disintegrin and metalloprotease 5|A disintegrin and metalloprotease-7|N
intertrial interval|interwave interval|N
A disintegrin and metalloprotease 3|a disintegrin and metalloprotease-10|N
human leucocyte antigen DP|human leukocyte antigen DQ8|N
interferon regulatory factor 3|interferon regulatory factor 9|N
vitamine K(1)|vitamin K(2)|N
phospholipase|phospholipase C β 4|N
neuregulin1-β|neuregulin 1 β|Y
sex determining region Y-box 7|sex determining region Y gene|N
anticytotoxic T-lymphocyte antigen-4 monoclonal antibody|anti-cytotoxic T-lymphocyte antigen 4 antibody|Y
corticotrophin-releasing factor receptor|corticotropin-releasing-factor receptor|Y
5-hydroxytryptamine1d|5-hydroxytryptamine|N
diisopropylcarbodiimide|ethyldiaminopropylcarbodiimide|N
myosin light chain kinase 2|myosin light chain I|N
alpha 1 anti-trypsin|alpha 1 anti-chymotrypsin|N
hydroxyproline|hydroxylysine|N
American Society of Anaesthesiologists Status 1|American Society of Anesthesiologists class III|N
phospho-extracellular signal regulated kinase|extracellular signal regulated kinase-2|N
benzo(a)pyrene diolepoxide DNA adduct|benzo[a]pyrene-diol-epoxide DNA adduct|Y
RNA binding protein|J binding protein|N
cluster of differentiation 9|cluster of differentiation 20 antibody|N
thyrotropin-releasing factor|human corticotropin-releasing factor|N
transforming growth factor-beta type I receptor|transforming growth factor β type II receptor|N
cluster of differentiation antigen 97|cluster of differentiation 3|N
Escherichia coli|Escherichia coli O26|N
Na-K-2Cl co-transporter-1|Na-K-2Cl co-transporter|N
glycosyl-phosphatidylinositol anchored protein|glycosylphosphatidyl inositol-anchored protein|Y
uridine diphosphate glucuronyltransferase|uridine diphosphoglucuronosyltransferase|Y
Edmonton Symptom Assessment Scale|Memorial Symptom Assessment Scale|N
transforming growth factor-beta protein|transforming growth factor-beta receptor type 1|N
N-decylphosphorylcholine|n-octylphosphorylcholine|N
extracellular signal regulated kinase 2|Extracellular signal-regulated protein kinases|N
1-anilino-8-naphthalenesulfonate|1-anilino-naphthalene-8-sulfonate|Y
equine herpesvirus 5|cebine herpesvirus 1|N
MDR-related protein|Rad3-related protein|N
protein kinase G|βII-protein kinase C|N
human adenovirus type 44|human adenovirus type 28|N
kruppel-like factor-13|krüppel-like factor 6|N
interleukine-7 receptor α chain|interleukin-13 receptor α1|N
multi-colony stimulating factor|multi-colony-stimulating factor|Y
proteinase activated receptor 1|protease-activated receptors|N
cluster of differentiation 13|cluster of differentiation 15|N
N-terminal pro-B-type natriuretic peptide|amino-terminal pro-B-type natriuretic peptide|Y
computed tomographic angiography|computed tomographic hepatic arteriography|N
Kruppel-like factor-7|Krüppel-like factor 5|N
stromal-derived factor-1|stromal cell-derived factor|N
crosspolarization magic angle spinning|cross-polarization/magic angle spinning|Y
anti-interleukin-4 neutralizing antibody|antiinterleukin-6 neutralising antibody|N
liquid chromatographic|gas liquid chromatography|N
β(2)-glycoprotein I|β 2 glycoprotein I|Y
neu laxova syndrome|Neu-Laxova syndrome|Y
effusion-associated lymphocyte|tumour-associated lymphocyte|N
choriocarcinoma cells|choriocarcinoma|N
human microvascular endothelial cell|lung microvascular endothelial cells|N
coronary artery vein graft|coronary artery graft|N
primary hyperparathyroidism|hyperparathyroidism|N
American Society of Anesthesiology status I|American Society of Anaesthesiology Grade 5|N
Sialyl Lewisx|sialyl Lewis x|Y
American Society of Anaesthesiology Class V|American Society of Anesthesiologists status 5|Y
Krüppel-like factor-4|Kruppel-like factor-9|N
extracellular signal-regulated kinase-5|extracellular signal regulated kinase-1|N
American Society of Anesthesiologists class V|American Society of Anesthesiologists Status 1|N
American Society of Anesthesiologists status 3|American Society of Anesthesiologists physical status I|N
tumor-3, node-2b, metastasis-0|tumor-1c, node-0, metastasis-0|N
para-hydroxyphenylethanol|dihydroxy-phenylethanol|N
TGF β1|TGF β-1|Y
human adenovirus type 36|human adenovirus serotype D|N
human transforming growth factor-beta|transforming growth factor-β2|N
ribonucleic acid nucleotidyltransferase|deoxyribonucleic acid nucleotidyltransferase|N
integral membrane protein|integral membrane protein 2C|N
protein kinase D|protein kinase A|N
purine-rich element binding protein α|purine-rich element binding protein B|N
human leukocyte antigen class I-specific|human leucocyte antigen class II|N
anti-CD33 monoclonal antibody|anti-IL 12 monoclonal antibody|N
poly-beta-hydroxybutyrate|poly-beta-hydroxybutyric acid|Y
a disintegrin and metalloprotease 15|a disintegrin and metalloprotease-6|N
vanillic acid|homovanillic acid|N
American Society of Anaesthesiologists Grade II|American Society of Anesthesiologists Class II|Y
eukaryotic translation elongation factor 1alpha|eucaryotic translation initiation factor 2|N
Kruppel-like factor-7|krüppel-like factor-10|N
IL2 receptor α chain|IL-12 receptor β1 chain|N
high performance liquid chromatography-thermospray mass spectrometry|high-performance liquid chromatography/thermospray mass spectrometry|Y
peroxin 4|peroxin 12|N
UM squamous cell carcinoma-14A|UT squamous cell carcinoma-15|N
ribonucleic acid polymerase|ribonucleic acid polymerase I|N
src homology 2 domain-containing protein tyrosine-phosphatase|Src homology-2 domain-containing protein tyrosine phosphatase-2|N
regions of interests|region of interests|Y
surface-enhanced laser desorption/ionization|surface enhanced laser desorption/ionisation time of flight|N
matrix assisted laser desorption ionisation-mass spectrometry|matrix-assisted laser desorption/ionization-mass spectrometry|Y
ribosomal protein S3|ribosomal protein S19|N
American Society of Anesthesiologists Class V|American Society of Anaesthesiology grade II|N
